Player,Rank,IterRank,Delta
"Parker, Mitchell",,0.575513495403352,
"Reynolds, Sean",,0.23275775156388515,
"Hamilton, Ian",,0.05708354373431907,
"Kershaw, Clayton",,0.17431326415898982,
"Ferguson, Tyler",,0.15955978073625784,
"Cabrera, Génesis",,-0.037694496511407764,
"Madden, Ty",,-0.01880712786884844,
"Allen, Logan",,0.36591595396953186,
"Little, Brendon",,-0.10237704266825846,
"Eisert, Brandon",,-0.4045133732186844,
"Ureña, José",,0.28615380926372785,
"Ríos, Yacksel",,0.1027646533549159,
"Flores, Wilmer",,-0.41267405643861,
"Paxton, James",,0.3247178255252953,
"Mize, Casey",,0.3017138193942187,
"Mendick, Danny",,-0.572071847353084,
"Junis, Jakob",,0.06496728186086138,
"Beede, Tyler",,-0.022577486620601814,
"Goldsberry, Blake",,0.4582663251633446,
"Lawrence, Casey",,-0.03489838734413697,
"Dubin, Shawn",,-0.07900702397292664,
"Marinaccio, Ron",,0.024356151664222787,
"Ramirez, Nick",,-0.3422028245203124,
"Lugo, Seth",,0.8056065974398521,
"Rogers, Trevor",,0.5383701263211254,
"Stoudt, Levi",,-0.037600071656283124,
"Sborz, Josh",,-0.127381148385873,
"Hudson, Daniel",,0.0884669546156321,
"Alexander, Tyler",,0.34042806477012183,
"O'Brien, Riley",,-0.005274089082382338,
"Ashcraft, Graham",,0.3725668715298934,
"Kikuchi, Yusei",,0.9267731596453505,
"Castro, Miguel",,-0.2966953179500371,
"Ramírez, Yohan",,0.024257388235380272,
"Holmes, Clay",,0.19756663090551776,
"Poche, Colin",,-0.1723428090286351,
"Houser, Adrian",,0.14169632657425657,
"Tamarez, Misael",,-0.2981232961438042,
"Paredes, Enoli",,-0.16932601595266616,
"Bummer, Aaron",,0.0617558150752506,
"Ramírez, Erasmo",,-0.1278870280930316,
"Devenski, Chris",,-0.06417143104882414,
"Fitts, Richard",,0.06655243219702262,
"Kirby, George",,0.8362572804198353,
"Robert, Daniel",,-0.17380225577640004,
"Miller, Erik",,0.2735598416867478,
"Kitchen, Austin",,-0.3093835048235835,
"Marsh, Alec",,0.5891438261990389,
"Bloss, Jake",,0.1652544462365323,
"Bowman, Matt",,-0.06623018433372459,
"Imanaga, Shota",,0.762900788454833,
"Cessa, Luis",,-0.40991104816029456,
"Erceg, Lucas",,0.19205679136568954,
"Joyce, Ben",,-0.02275793777928716,
"Mears, Nick",,0.1946250862300127,
"Buttó, José",,0.4132114260990909,
"Cleavinger, Garrett",,0.09722460047586413,
"Cease, Dylan",,0.8725953159431583,
"Bermúdez, Jonathan",,-0.17951105108214924,
"Pallante, Andre",,0.5589829357350085,
"Walker, Taijuan",,0.362116426121504,
"Beeks, Jalen",,0.004060469782466734,
"Criswell, Jeff",,0.07896940097189047,
"Criswell, Cooper",,0.37980454367038813,
"Maton, Phil",,0.0727543109557141,
"Stanek, Ryne",,0.1840225810780857,
"Gilbert, Tyler",,-0.34989986921578586,
"Lovelady, Richard",,-0.008673682744229926,
"Estes, Joey",,0.6153861919288646,
"Jackson, Zach",,-0.36495792736749394,
"Lowder, Rhett",,0.15360159284442368,
"Peralta, Wandy",,-0.23792846689424538,
"Wilson, Brooks",,-0.6114479052160399,
"Neris, Héctor",,0.05543203914415689,
"Miller, Mason",,0.3855678503665381,
"Almonte, Yency",,-0.056828468406749356,
"Tate, Dillon",,-0.16601056429189254,
"Cabrera, Oswaldo",,-0.662982895272313,
"Holmes, Grant",,0.261035647382419,
"Mederos, Victor",,-0.12925177172333185,
"Morejon, Adrian",,0.10184685915821433,
"Legumina, Casey",,-0.28541862437617704,
"Palacios, Luis",,-0.1352444530730075,
"Festa, David",,0.3741025279867495,
"Bednar, David",,-0.023233475182328874,
"Castillo, Diego",,-0.30711117196522764,
"Rosenberg, Kenny",,0.12075958789365751,
"de Geus, Brett",,-0.23361298929990001,
"O'Loughlin, Jack",,-0.19330230873282322,
"Hernandez, Jose E.",,-0.2281342053919226,
"Hicks, Jordan",,0.5179574107225426,
"Green, Chad",,0.0975069636410451,
"Jefferies, Daulton",,-0.1399477379497497,
"Martin, Davis",,0.26906282279994453,
"Scott, Tanner",,0.22955926196253618,
"Alzolay, Adbert",,-0.16835319579242247,
"Hodge, Porter",,0.05898957426670184,
"Flexen, Chris",,0.504299224817119,
"Rodriguez, Grayson",,0.6917216206618173,
"Coleman, Dylan",,-0.1280463835847401,
"Blackburn, Paul",,0.3547903113223255,
"Brasier, Ryan",,-0.007263189713135103,
"Gose, Anthony",,-0.24940398544685788,
"Hudson, Bryan",,0.059811126739402094,
"Martinez, Nick",,0.4043647437500765,
"Strahm, Matt",,0.10147211474154554,
"Baker, Bryan",,-0.0849075506589888,
"Bush, Ky",,-0.1123963745668821,
"Festa, Matt",,-0.05470403176946819,
"Schwellenbach, Spencer",,0.7282635148563201,
"Lynn, Lance",,0.6604423304516259,
"Doval, Camilo",,0.1322781168498328,
"Morgan, Eli",,0.02836243704658936,
"Kelly, Michael",,-0.14594990420575027,
"Javier, Cristian",,0.33182518111022236,
"Gillaspie, Logan",,-0.2113494743702309,
"Peralta, Freddy",,0.7957055068010848,
"Anderson, Chase",,0.008511625444899492,
"Koenig, Jared",,0.03231454042405313,
"Burnes, Corbin",,0.8645746046757221,
"Vieira, Thyago",,-0.04431507957636782,
"Diekman, Jake",,0.033893059845949515,
"Hurter, Brant",,0.13493003549122723,
"Lange, Alex",,0.00623958497189926,
"Maciejewski, Josh",,-0.16693667255162817,
"Gil, Luis",,0.836976115838412,
"Shaw, Bryan",,-0.11284032741070137,
"Taillon, Jameson",,0.7904185260285768,
"Cotter, Cameron",,-0.5621946764495586,
"Wilson, Steven",,0.18012493028096352,
"Anderson, Nick",,-0.20006268551108333,
"Cimber, Adam",,-0.17492970773363156,
"Holton, Tyler",,0.12253970139755659,
"Oller, Adam",,0.25278744703654166,
"Alexander, Scott",,-0.17948714442408129,
"deGrom, Jacob",,0.6248835401747728,
"Vest, Will",,0.0440383967816655,
"Birdsong, Hayden",,0.6126219752670836,
"Moore, Matt",,-0.048439681756828626,
"Soriano, George",,0.011369330719895014,
"Brewer, Michael",,-0.5652847976611338,
"Manning, Matt",,0.4292853404066628,
"Strzelecki, Peter",,-0.2715173448676466,
"Alvarado, José",,0.05443528486612056,
"Vargas, Ildemaro",,-0.5818856786116791,
"Bigge, Hunter",,0.03495749151745778,
"Mayza, Tim",,-0.1328541341214348,
"Anderson, Tyler",,0.7484391028640904,
"Ginkel, Kevin",,0.06439537494737217,
