,winner,loser,score
0,A. j. Reed,Carlos Sanchez,1
1,Carlos Sanchez,A. j. Reed,1
2,Aaron Hicks,Alex Bregman,5
3,Aaron Hicks,Andrew Benintendi,0
4,Aaron Hicks,Austin Romine,1
5,Aaron Hicks,Brett Gardner,0
6,Aaron Hicks,Cameron Maybin,0
7,Aaron Hicks,Carlos Sanchez,9
8,Aaron Hicks,Christian Vazquez,9
9,Christian Vazquez,Aaron Hicks,9
10,Aaron Hicks,Dj Lemahieu,9
11,Aaron Hicks,Edwin Encarnacion,0
12,Aaron Hicks,Freddy Galvis,6
13,Aaron Hicks,Gary Sanchez,0
14,Aaron Hicks,Gio Urshela,5
15,Aaron Hicks,Ji-man Choi,0
16,Aaron Hicks,Jorge Soler,8
17,Aaron Hicks,Jose Ramirez,0
18,Aaron Hicks,José Abreu,0
19,Aaron Hicks,Leury Garcia,6
20,Aaron Hicks,Marcus Semien,7
21,Aaron Hicks,Nelson Cruz,0
22,Aaron Hicks,Tim Anderson,15
23,Aaron Hicks,Vladimir Guerrero,8
24,Aaron Judge,Adeiny Hechavarria,5
25,Aaron Judge,Alex Bregman,14
26,Aaron Judge,Amed Rosario,0
27,Aaron Judge,Andrelton Simmons,14
28,Aaron Judge,Andrew Benintendi,18
29,Aaron Judge,Anthony Santander,6
30,Anthony Santander,Aaron Judge,6
31,Aaron Judge,Austin Meadows,15
32,Aaron Judge,Austin Romine,0
33,Aaron Judge,Brandon Drury,0
34,Aaron Judge,Brett Gardner,5
35,Aaron Judge,Bryce Harper,6
36,Aaron Judge,C. j. Cron,0
37,Aaron Judge,Carlos Santana,24
38,Aaron Judge,Cheslor Cuthbert,0
39,Aaron Judge,Christian Vazquez,0
40,Aaron Judge,Christian Yelich,6
41,Aaron Judge,Danny Santana,1
42,Aaron Judge,David Fletcher,15
43,Aaron Judge,David Peralta,18
44,David Peralta,Aaron Judge,18
45,Aaron Judge,Dee Strange-gordon,0
46,Aaron Judge,Dj Lemahieu,0
47,Aaron Judge,Domingo Santana,26
48,Aaron Judge,Donovan Solano,0
49,Aaron Judge,Eddie Rosario,7
50,Aaron Judge,Eduardo Escobar,15
51,Aaron Judge,Elvis Andrus,0
52,Aaron Judge,Evan Longoria,9
53,Evan Longoria,Aaron Judge,9
54,Aaron Judge,Fernando Tatis,3
55,Aaron Judge,Francisco Lindor,2
56,Aaron Judge,Franmil Reyes,5
57,Aaron Judge,Freddy Galvis,12
58,Aaron Judge,Garrett Cooper,2
59,Aaron Judge,Gleyber Torres,13
60,Aaron Judge,Greg Allen,22
61,Aaron Judge,Hanser Alberto,0
62,Aaron Judge,Hunter Dozier,0
63,Aaron Judge,J. d. Martinez,0
64,Aaron Judge,Jake Cave,3
65,Aaron Judge,Jake Marisnick,1
66,Aaron Judge,Jason Kipnis,9
67,Aaron Judge,Joe Panik,8
68,Aaron Judge,Jonathan Lucroy,21
69,Aaron Judge,Jonathan Villar,3
70,Aaron Judge,Jorge Soler,4
71,Aaron Judge,Jose Altuve,6
72,Aaron Judge,José Abreu,0
73,Aaron Judge,Ketel Marte,2
74,Aaron Judge,Kevin Pillar,5
75,Aaron Judge,Kole Calhoun,10
76,Aaron Judge,Leonys Martín,21
77,Aaron Judge,Leury Garcia,0
78,Aaron Judge,Luke Voit,0
79,Aaron Judge,Mallex Smith,11
80,Aaron Judge,Manny Machado,11
81,Aaron Judge,Marcus Semien,17
82,Aaron Judge,Mark Canha,21
83,Aaron Judge,Matt Chapman,17
84,Aaron Judge,Matt Olson,12
85,Aaron Judge,Michael Brantley,30
86,Aaron Judge,Mike Tauchman,0
