,winner,loser,who_won,score
0,A. j. Cole,Julio Teheran,batter,12
1,A. j. Ellis,Andrew Suarez,batter,2
2,A. j. Ellis,Austin Bibens-Dirkx,batter,4
3,A. j. Ellis,Chad Bettis,batter,1
4,A. j. Ellis,Clay Buchholz,batter,2
5,A. j. Ellis,Cole Hamels,batter,2
6,A. j. Ellis,Corey Knebel,batter,2
7,A. j. Ellis,D.J. Snelten,batter,2
8,A. j. Ellis,Felipe Vazquez,batter,3
9,A. j. Ellis,Hansel Robles,batter,3
10,A. j. Ellis,Jaime Barria,batter,6
11,A. j. Ellis,John Brebbia,batter,2
12,A. j. Ellis,Kyle Freeland,batter,3
13,A. j. Ellis,Luke Jackson,batter,2
14,A. j. Ellis,Matt Harvey,batter,2
15,A. j. Ellis,Mike Dunn,batter,2
16,A. j. Ellis,Randy Rosario,batter,4
17,A. j. Ellis,Richard Rodriguez,batter,2
18,A. j. Ellis,Robbie Ray,batter,2
19,A. j. Ellis,Scott Oberg,batter,2
20,A. j. Ellis,Sean Newcomb,batter,3
21,A. j. Ellis,Tony Cingrani,batter,3
22,A. j. Ellis,Trevor Williams,batter,6
23,A. j. Ellis,Wei-Yin Chen,batter,3
24,A. j. Ellis,Will Smith,batter,2
25,A. j. Ellis,Zack Wheeler,batter,3
26,A.J. Cole,Carlos Gomez,pitcher,6
27,A.J. Cole,Chad Pinder,pitcher,1
28,A.J. Cole,Chris Davis,pitcher,1
29,A.J. Cole,Devin Mesoraco,pitcher,1
30,A.J. Cole,Ender Inciarte,pitcher,1
31,A.J. Cole,Ian Kinsler,pitcher,1
32,A.J. Cole,J. d. Martinez,pitcher,1
33,A.J. Cole,Jackie Bradley,pitcher,1
34,A.J. Cole,Joey Rickard,pitcher,1
35,A.J. Cole,Jonathan Lucroy,pitcher,1
36,A.J. Cole,Jurickson Profar,pitcher,1
37,A.J. Cole,Kevan Smith,pitcher,1
38,A.J. Cole,Martin Maldonado,pitcher,1
39,A.J. Minter,Adam Eaton,pitcher,2
40,A.J. Minter,Aj Pollock,pitcher,1
41,A.J. Minter,Alen Hanson,pitcher,1
42,A.J. Minter,Alex Blandino,pitcher,1
43,A.J. Minter,Amed Rosario,pitcher,1
44,A.J. Minter,Andrew Benintendi,pitcher,1
45,A.J. Minter,Andrew Knapp,pitcher,2
46,A.J. Minter,Anthony Rendon,pitcher,1
47,A.J. Minter,Anthony Rizzo,pitcher,1
48,A.J. Minter,Billy Hamilton,pitcher,1
49,A.J. Minter,Brandon Nimmo,pitcher,8
50,A.J. Minter,Brian Anderson,pitcher,1
51,A.J. Minter,Cameron Maybin,pitcher,6
52,A.J. Minter,Carlos Gonzalez,pitcher,1
53,A.J. Minter,Christian Yelich,pitcher,6
54,A.J. Minter,Cody Bellinger,pitcher,6
55,A.J. Minter,Daniel Murphy,pitcher,1
56,A.J. Minter,Dominic Smith,pitcher,6
57,A.J. Minter,Enrique Hernandez,pitcher,1
58,A.J. Minter,Eric Hosmer,pitcher,6
59,A.J. Minter,Eugenio Suarez,pitcher,2
60,A.J. Minter,Evan Longoria,pitcher,1
61,A.J. Minter,Francisco Pena,pitcher,6
62,A.J. Minter,Gleyber Torres,pitcher,1
63,A.J. Minter,Harrison Bader,pitcher,1
64,A.J. Minter,Hernan Perez,pitcher,6
65,A.J. Minter,Hunter Renfroe,pitcher,6
66,A.J. Minter,Ian Kinsler,pitcher,6
67,A.J. Minter,J. r. Murphy,pitcher,1
68,A.J. Minter,J. t. Realmuto,pitcher,1
69,A.J. Minter,Jake Lamb,pitcher,1
70,A.J. Minter,Javier Baez,pitcher,1
71,A.J. Minter,Jay Bruce,pitcher,7
72,A.J. Minter,Jedd Gyorko,pitcher,1
73,A.J. Minter,Jeff Mcneil,pitcher,1
74,A.J. Minter,Jesus Aguilar,pitcher,6
75,A.J. Minter,Joey Votto,pitcher,1
76,A.J. Minter,Joey Wendle,pitcher,1
77,A.J. Minter,Johnny Field,pitcher,6
78,A.J. Minter,Jose Pirela,pitcher,1
79,A.J. Minter,Jose Reyes,pitcher,7
80,A.J. Minter,Josh Bell,pitcher,1
81,A.J. Minter,Justin Smoak,pitcher,1
82,A.J. Minter,Kendrys Morales,pitcher,1
83,A.J. Minter,Ketel Marte,pitcher,1
84,A.J. Minter,Logan Forsythe,pitcher,6
85,A.J. Minter,Manny Machado,pitcher,7
86,A.J. Minter,Mark Reynolds,pitcher,1
87,A.J. Minter,Matt Carpenter,pitcher,1
88,A.J. Minter,Max Muncy,pitcher,6
89,A.J. Minter,Michael Taylor,pitcher,13
90,A.J. Minter,Miguel Montero,pitcher,1
91,A.J. Minter,Paul Dejong,pitcher,1
92,A.J. Minter,Rhys Hoskins,pitcher,1
93,A.J. Minter,Rob Refsnyder,pitcher,1
94,A.J. Minter,Scooter Gennett,pitcher,6
95,A.J. Minter,Scott Schebler,pitcher,1
96,A.J. Minter,Starlin Castro,pitcher,3
97,A.J. Minter,Tommy La stella,pitcher,6
98,A.J. Minter,Travis Jankowski,pitcher,12
99,A.J. Minter,Trea Turner,pitcher,7
100,A.J. Minter,Trey Mancini,pitcher,6
101,A.J. Minter,Willy Adames,pitcher,1
102,A.J. Minter,Wilmer Difo,pitcher,2
103,A.J. Minter,Yadier Molina,pitcher,1
104,A.J. Minter,Yasiel Puig,pitcher,1
105,AJ Ramos,Aaron Altherr,pitcher,1
106,AJ Ramos,Cesar Hernandez,pitcher,1
107,AJ Ramos,Dansby Swanson,pitcher,6
108,AJ Ramos,Lewis Brinson,pitcher,6
109,AJ Ramos,Marcell Ozuna,pitcher,6
110,AJ Ramos,Miguel Rojas,pitcher,1
111,AJ Ramos,Paul Goldschmidt,pitcher,6
112,AJ Ramos,Preston Tucker,pitcher,6
113,AJ Ramos,Tyler Saladino,pitcher,6
114,Aaron Altherr,A.J. Minter,batter,6
115,Aaron Altherr,Adam Conley,batter,6
116,Aaron Altherr,Andrew Kittredge,batter,12
117,Aaron Altherr,Brandon Morrow,batter,3
118,Aaron Altherr,Bryan Holaday,batter,3
119,Aaron Altherr,Corey Oswalt,batter,2
120,Aaron Altherr,Dovydas Neverauskas,batter,2
121,Aaron Altherr,Felipe Vazquez,batter,9
122,Aaron Altherr,J.A. Happ,batter,5
123,Aaron Altherr,Jack Flaherty,batter,3
124,Aaron Altherr,Jacob deGrom,batter,2
125,Aaron Altherr,Jonathan Loaisiga,batter,2
126,Aaron Altherr,Jose Ramirez,batter,4
127,Aaron Altherr,Josh Smoker,batter,2
128,Aaron Altherr,Julio Teheran,batter,3
129,Aaron Altherr,Junichi Tazawa,batter,6
