,winner,loser,score
0,A.J. Cole,Aaron Brooks,5
1,A.J. Cole,Aaron Civale,15
2,A.J. Cole,Adam Cimber,0
3,A.J. Cole,Adam Ottavino,0
4,A.J. Cole,Adam Plutko,3
5,A.J. Cole,Adrian Sampson,0
6,A.J. Cole,Andrew Cashner,0
7,A.J. Cole,Anthony Bass,4
8,A.J. Cole,Anthony Swarzak,22
9,A.J. Cole,Ariel Jurado,0
10,A.J. Cole,Aroldis Chapman,0
11,A.J. Cole,Asher Wojciechowski,0
12,A.J. Cole,Austin Adams,0
13,A.J. Cole,Austin Pruitt,7
14,A.J. Cole,Austin Voth,6
15,A.J. Cole,Brad Hand,0
16,A.J. Cole,Brad Keller,0
17,A.J. Cole,Brad Peacock,0
18,A.J. Cole,Branden Kline,16
19,A.J. Cole,Brett Anderson,9
20,A.J. Cole,Brett Martin,0
21,A.J. Cole,Brian Flynn,1
22,A.J. Cole,Bryan Abreu,0
23,A.J. Cole,Bryan Garcia,8
24,A.J. Cole,Buck Farmer,0
25,A.J. Cole,CC Sabathia,0
26,A.J. Cole,Caleb Smith,0
27,A.J. Cole,Cam Bedrosian,2
28,A.J. Cole,Carlos Carrasco,0
29,A.J. Cole,Carlos Rodon,0
30,A.J. Cole,Chad Green,0
31,A.J. Cole,Chaz Roe,0
32,A.J. Cole,Chris Devenski,4
33,A.J. Cole,Chris Sale,0
34,A.J. Cole,Chris Stratton,0
35,A.J. Cole,Clayton Richard,0
36,A.J. Cole,Cody Stashak,0
37,A.J. Cole,Collin McHugh,0
38,A.J. Cole,Connor Sadzeck,7
39,A.J. Cole,Cory Gearrin,3
40,A.J. Cole,Cy Sneed,0
41,A.J. Cole,Dakota Hudson,0
42,A.J. Cole,Dan Straily,3
43,A.J. Cole,Daniel Norris,15
44,A.J. Cole,Daniel Stumpf,5
45,Daniel Stumpf,A.J. Cole,5
46,A.J. Cole,Danny Duffy,0
47,A.J. Cole,Derek Law,0
48,A.J. Cole,Diego Castillo,0
49,A.J. Cole,Drew VerHagen,20
50,Drew VerHagen,A.J. Cole,20
51,A.J. Cole,Dylan Bundy,0
52,A.J. Cole,Dylan Cease,0
53,A.J. Cole,Edwin Jackson,3
54,A.J. Cole,Ervin Santana,5
55,Ervin Santana,A.J. Cole,5
56,A.J. Cole,Evan Phillips,6
57,A.J. Cole,Felix Pena,0
58,A.J. Cole,Fernando Romero,5
59,Fernando Romero,A.J. Cole,5
60,A.J. Cole,Francisco Liriano,4
61,A.J. Cole,German Marquez,0
62,A.J. Cole,Gerrit Cole,0
63,A.J. Cole,Giovanny Gallegos,5
64,Giovanny Gallegos,A.J. Cole,5
65,A.J. Cole,Gregory Soto,1
66,A.J. Cole,Griffin Canning,5
67,A.J. Cole,Hansel Robles,0
68,A.J. Cole,Homer Bailey,12
69,A.J. Cole,Hunter Wood,0
70,A.J. Cole,J.A. Happ,0
71,A.J. Cole,Jacob deGrom,0
72,A.J. Cole,Jaime Barria,0
73,A.J. Cole,Jake Diekman,0
74,A.J. Cole,Jake Jewell,0
75,A.J. Cole,Jake Newberry,5
76,Jake Newberry,A.J. Cole,5
77,A.J. Cole,Jameson Taillon,8
78,A.J. Cole,Javy Guerra,10
79,A.J. Cole,Jesse Chavez,5
80,Jesse Chavez,A.J. Cole,5
81,A.J. Cole,Jeurys Familia,4
82,A.J. Cole,Jimmy Yacabonis,15
83,Jimmy Yacabonis,A.J. Cole,15
84,A.J. Cole,John Means,10
85,A.J. Cole,Jon Edwards,4
86,A.J. Cole,Jonathan Hernandez,5
87,Jonathan Hernandez,A.J. Cole,5
88,A.J. Cole,Jonathan Holder,5
89,Jonathan Holder,A.J. Cole,5
90,A.J. Cole,Jordan Zimmermann,0
91,A.J. Cole,Jose Cisnero,15
92,A.J. Cole,Jose Rodriguez,1
93,A.J. Cole,Jose Ruiz,8
94,A.J. Cole,Jose Urquidy,0
95,A.J. Cole,Josh A. Smith,8
96,A.J. Cole,Josh D. Smith,0
97,A.J. Cole,Josh James,0
98,A.J. Cole,Josh Taylor,4
99,A.J. Cole,Junior Fernandez,5
100,Junior Fernandez,A.J. Cole,5
101,A.J. Cole,Justin Anderson,0
102,A.J. Cole,Justin Shafer,0
103,A.J. Cole,Justin Verlander,0
104,A.J. Cole,Justus Sheffield,0
105,A.J. Cole,Kelvin Herrera,0
106,A.J. Cole,Ken Giles,0
107,A.J. Cole,Kyle Gibson,0
108,A.J. Cole,Lucas Giolito,0
109,A.J. Cole,Luis Cessa,0
110,A.J. Cole,Luis Garcia,0
111,A.J. Cole,Luke Bard,19
112,A.J. Cole,Luke Farrell,0
113,A.J. Cole,Luke Jackson,5
114,A.J. Cole,Manny Banuelos,0
115,A.J. Cole,Marcus Stroman,0
116,A.J. Cole,Marcus Walden,0
117,A.J. Cole,Masahiro Tanaka,0
118,A.J. Cole,Matt Festa,4
119,A.J. Cole,Matt Harvey,0
120,A.J. Cole,Matt Wisler,0
121,A.J. Cole,Matthew Boyd,0
122,A.J. Cole,Miguel Castro,0
123,A.J. Cole,Mike Clevinger,0
124,A.J. Cole,Mike Fiers,5
125,A.J. Cole,Mike Leake,0
126,A.J. Cole,Mike Shawaryn,0
127,A.J. Cole,Nestor Cortes,12
128,A.J. Cole,Nick Goody,0
129,A.J. Cole,Oliver Perez,9
130,A.J. Cole,Patrick Corbin,0
131,A.J. Cole,Paul Fry,0
132,A.J. Cole,Pedro Payano,4
133,A.J. Cole,Reggie McClain,0
134,A.J. Cole,Reynaldo Lopez,0
135,A.J. Cole,Rick Porcello,0
136,A.J. Cole,Robbie Ray,0
137,A.J. Cole,Robert Gsellman,5
138,Robert Gsellman,A.J. Cole,5
139,A.J. Cole,Roberto Osuna,0
140,A.J. Cole,Ryan Brasier,6
141,Ryan Brasier,A.J. Cole,6
142,A.J. Cole,Ryan Carpenter,6
143,Ryan Carpenter,A.J. Cole,6
144,A.J. Cole,Ryan Eades,5
145,Ryan Eades,A.J. Cole,5
146,A.J. Cole,Sam Dyson,5
147,Sam Dyson,A.J. Cole,5
148,A.J. Cole,Sam Gaviglio,0
149,A.J. Cole,Sam Tuivailala,1
150,A.J. Cole,Scott Barlow,0
151,A.J. Cole,Sean Reid-Foley,0
152,A.J. Cole,Shane Greene,5
153,A.J. Cole,Shaun Anderson,1
154,Shaun Anderson,A.J. Cole,1
155,A.J. Cole,Shawn Kelley,0
156,A.J. Cole,Spencer Turnbull,0
157,A.J. Cole,Tanner Roark,9
158,A.J. Cole,Tanner Scott,5
159,A.J. Cole,Taylor Rogers,0
160,A.J. Cole,Trent Thornton,0
161,A.J. Cole,Trevor Bauer,0
162,A.J. Cole,Trevor May,0
163,A.J. Cole,Trevor Rosenthal,0
164,A.J. Cole,Ty Buttrey,0
165,A.J. Cole,Tyler Clippard,0
166,A.J. Cole,Tyler Duffey,3
167,A.J. Cole,Tyler Kinley,5
168,Tyler Kinley,A.J. Cole,5
169,A.J. Cole,Tyson Ross,3
170,A.J. Cole,Wilmer Font,10
