,winner,loser,score
0,Aaron Cook,Aaron Laffey,0
1,Aaron Cook,Andrew Cashner,5
2,Andrew Cashner,Aaron Cook,5
3,Aaron Cook,Barry Enright,0
4,Aaron Cook,Brad Lidge,0
5,Aaron Cook,Brett Myers,0
6,Aaron Cook,Brian Burres,0
7,Aaron Cook,Brian Wilson,0
8,Aaron Cook,Bud Norris,0
9,Aaron Cook,Carlos Silva,4
10,Aaron Cook,Chad Billingsley,0
11,Aaron Cook,Charlie Morton,0
12,Aaron Cook,Chris Volstad,5
13,Chris Volstad,Aaron Cook,5
14,Aaron Cook,Clayton Richard,0
15,Aaron Cook,Derek Lowe,0
16,Aaron Cook,Drew Storen,0
17,Aaron Cook,Edwin Jackson,0
18,Aaron Cook,Esmil Rogers,0
19,Aaron Cook,Felipe Paulino,0
20,Aaron Cook,Felix Hernandez,1
21,Felix Hernandez,Aaron Cook,1
22,Aaron Cook,Fernando Nieve,0
23,Aaron Cook,Hiroki Kuroda,0
24,Aaron Cook,Huston Street,0
25,Aaron Cook,Ian Snell,0
26,Aaron Cook,Jason Berken,0
27,Aaron Cook,Jason Hammel,0
28,Aaron Cook,Jeff Karstens,2
29,Aaron Cook,Jeff Weaver,4
30,Aaron Cook,Jeremy Guthrie,0
31,Aaron Cook,John Maine,1
32,Aaron Cook,Jon Garland,0
33,Aaron Cook,Jonathan Sanchez,0
34,Aaron Cook,Josh Johnson,0
35,Aaron Cook,Justin Masterson,5
36,Justin Masterson,Aaron Cook,5
37,Aaron Cook,Kevin Correia,0
38,Aaron Cook,Kevin Millwood,0
39,Aaron Cook,Kyle McClellan,0
40,Aaron Cook,Livan Hernandez,9
41,Aaron Cook,Luis Atilano,4
42,Aaron Cook,Luke Gregerson,0
43,Aaron Cook,Manny Corpas,0
44,Aaron Cook,Matt Albers,1
45,Matt Albers,Aaron Cook,1
46,Aaron Cook,Matt Belisle,0
47,Aaron Cook,Matt Cain,0
48,Aaron Cook,Matt Garza,0
49,Aaron Cook,Matt Lindstrom,0
50,Aaron Cook,Mike Adams,0
51,Aaron Cook,Mike Leake,4
52,Aaron Cook,Mitchell Boggs,0
