,winner,loser,score
0,Aaron Cook,Aaron Harang,5
1,Aaron Cook,Aaron Heilman,5
2,Aaron Cook,Adam Wainwright,15
3,Aaron Cook,Alex Burnett,0
4,Aaron Cook,Alfredo Aceves,0
5,Aaron Cook,Alfredo Simon,0
6,Aaron Cook,Andrew Bailey,0
7,Aaron Cook,Andy Pettitte,0
8,Aaron Cook,Andy Sonnanstine,5
9,Aaron Cook,Anibal Sanchez,15
10,Aaron Cook,Anthony Lerew,0
11,Aaron Cook,Anthony Slama,0
12,Aaron Cook,Anthony Varvaro,0
13,Aaron Cook,Armando Gabino,0
14,Aaron Cook,Barry Enright,5
15,Aaron Cook,Barry Zito,15
16,Aaron Cook,Ben Sheets,0
17,Aaron Cook,Billy Buckner,5
18,Aaron Cook,Blaine Boyer,0
19,Aaron Cook,Blake Hawksworth,0
20,Aaron Cook,Bobby Cramer,1
21,Aaron Cook,Bobby Jenks,0
22,Aaron Cook,Boof Bonser,0
23,Aaron Cook,Brad Lincoln,16
24,Aaron Cook,Brad Mills,0
25,Aaron Cook,Brad Penny,0
26,Aaron Cook,Brad Thomas,0
27,Aaron Cook,Brad Thompson,0
28,Aaron Cook,Brad Ziegler,5
29,Aaron Cook,Brandon Beachy,0
30,Aaron Cook,Brandon Lyon,6
31,Aaron Cook,Brandon Medders,0
32,Aaron Cook,Brett Cecil,6
33,Aaron Cook,Brett Myers,24
34,Aaron Cook,Brian Bannister,0
35,Aaron Cook,Brian Bass,0
36,Aaron Cook,Brian Burres,38
37,Aaron Cook,Brian Duensing,0
38,Aaron Cook,Brian Matusz,11
39,Aaron Cook,Brian Moehler,1
40,Aaron Cook,Brian Sanches,0
41,Aaron Cook,Brian Stokes,0
42,Aaron Cook,Brian Sweeney,0
43,Aaron Cook,Brian Tallet,0
44,Aaron Cook,Brian Wilson,0
45,Aaron Cook,Bronson Arroyo,15
46,Aaron Cook,Bruce Chen,0
47,Aaron Cook,C.J. Wilson,4
48,Aaron Cook,CC Sabathia,0
49,Aaron Cook,Carlos Carrasco,6
50,Aaron Cook,Carlos Monasterios,7
51,Aaron Cook,Carlos Torres,0
52,Aaron Cook,Carlos Villanueva,5
53,Aaron Cook,Carlos Zambrano,0
54,Aaron Cook,Casey Coleman,0
55,Aaron Cook,Casey Fien,0
56,Aaron Cook,Casey Janssen,0
57,Aaron Cook,Cedrick Bowers,0
58,Aaron Cook,Cesar Ramos,0
59,Aaron Cook,Chad Billingsley,0
60,Aaron Cook,Chad Cordero,0
61,Aaron Cook,Chad Durbin,0
62,Aaron Cook,Chan Ho Park,0
63,Aaron Cook,Charlie Haeger,0
64,Aaron Cook,Charlie Morton,0
65,Aaron Cook,Chris Carpenter,11
66,Aaron Cook,Chris Narveson,12
67,Aaron Cook,Chris Ray,10
68,Aaron Cook,Chris Resop,5
69,Aaron Cook,Chris Sampson,4
70,Aaron Cook,Chris Seddon,0
71,Aaron Cook,Chris Smith,0
72,Aaron Cook,Chris Tillman,0
73,Aaron Cook,Chris Volstad,12
74,Aaron Cook,Clay Buchholz,0
75,Aaron Cook,Clay Hensley,18
76,Aaron Cook,Clayton Kershaw,0
