,winner,loser,who_won,score
0,A. j. Pierzynski,Jon Rauch,batter,3
1,A. j. Pierzynski,Jose Valverde,batter,3
2,Aaron Heilman,Angel Pagan,pitcher,1
3,Aaron Heilman,Chris Iannetta,pitcher,1
4,Aaron Heilman,David Wright,pitcher,6
5,Aaron Heilman,Garret Anderson,pitcher,6
6,Aaron Heilman,Ike Davis,pitcher,1
7,Aaron Heilman,Joe Inglett,pitcher,1
8,Aaron Heilman,Jonathan Lucroy,pitcher,1
9,Aaron Heilman,Rafael Furcal,pitcher,1
10,Aaron Heilman,Rickie Weeks,pitcher,1
11,Aaron Heilman,Russell Martin,pitcher,1
12,Aaron Hill,Damaso Marte,batter,2
13,Aaron Laffey,Delmon Young,pitcher,1
14,Aaron Rowand,Clay Hensley,batter,3
15,Adam Dunn,Carlos Marmol,batter,6
16,Adam Jones,David Aardsma,batter,2
17,Adam Jones,Jose Valverde,batter,2
18,Adam Jones,Ramon E Ramirez,batter,6
19,Adam Jones,Ramon Pena,batter,3
20,Adam Laroche,Ronald Belisario,batter,3
21,Adam Lind,David Robertson,batter,2
22,Adam Moore,Alfredo Simon,batter,12
23,Adam Rosales,Frank Francisco,batter,3
24,Adam Rosales,Neftali Feliz,batter,5
25,Adrian Beltre,Jim Johnson,batter,3
26,Adrian Gonzalez,Franklin Morales,batter,2
27,Albert Pujols,Fernando Nieve,batter,2
28,Albert Pujols,Jose Contreras,batter,6
29,Alberto Callaspo,Chad Cordero,batter,2
30,Alberto Callaspo,Kevin Gregg,batter,3
31,Alberto Gonzalez,Clay Hensley,batter,2
32,Alcides Escobar,Alex Burnett,batter,3
33,Alcides Escobar,Matt Lindstrom,batter,3
34,Alex Burnett,Austin Kearns,pitcher,6
35,Alex Burnett,George Kottaras,pitcher,2
36,Alex Burnett,Jody Gerut,pitcher,1
37,Alex Gonzalez,Brandon Lyon,batter,3
38,Alex Gordon,Matt Guerrier,batter,3
39,Alex Gordon,Scott Downs,batter,12
40,Alex Rios,Jose Valverde,batter,3
41,Alexei Ramírez,Jon Rauch,batter,3
42,Alexei Ramírez,Jose Valverde,batter,1
43,Alexi Casilla,Carlos Villanueva,batter,2
44,Alexi Ogando,Bill Hall,pitcher,1
45,Alexi Ogando,Dusty Brown,pitcher,1
46,Alexi Ogando,Mike Cameron,pitcher,1
47,Alfredo Figaro,Brayan Pena,pitcher,1
48,Alfredo Figaro,Mike Aviles,pitcher,6
49,Alfredo Figaro,Willie Bloomquist,pitcher,1
50,Alfredo Simon,A. j. Pierzynski,pitcher,1
51,Alfredo Simon,B. j. Upton,pitcher,1
52,Alfredo Simon,Casey Kotchman,pitcher,1
53,Alfredo Simon,David Dejesus,pitcher,1
54,Alfredo Simon,Dayán Viciedo,pitcher,6
55,Alfredo Simon,Elvis Andrus,pitcher,1
56,Alfredo Simon,Ian Kinsler,pitcher,1
57,Alfredo Simon,John Jaso,pitcher,1
58,Alfredo Simon,Jose Guillen,pitcher,6
59,Alfredo Simon,Josh Wilson,pitcher,6
60,Alfredo Simon,Juan Pierre,pitcher,6
61,Alfredo Simon,Michael Saunders,pitcher,1
62,Alfredo Simon,Michael Young,pitcher,1
63,Alfredo Simon,Scott Podsednik,pitcher,1
64,Alfredo Simon,Willie Harris,pitcher,1
65,Alfredo Simon,Willy Aybar,pitcher,1
66,Andre Ethier,Blaine Boyer,batter,3
67,Andres Torres,Carlos Rosa,batter,3
68,Andres Torres,Clay Hensley,batter,3
69,Andres Torres,Marcos Mateo,batter,6
70,Andres Torres,Octavio Dotel,batter,6
71,Andres Torres,Peter Moylan,batter,3
72,Andres Torres,Ryan Madson,batter,3
73,Andrew Bailey,Bill Hall,pitcher,2
74,Andrew Bailey,Howie Kendrick,pitcher,6
75,Andrew Bailey,Marco Scutaro,pitcher,1
76,Andrew Bailey,Reggie Willits,pitcher,1
77,Andrew Bailey,Torii Hunter,pitcher,2
78,Andrew Cashner,Angel Sanchez,pitcher,1
79,Andrew Cashner,Jason Bourgeois,pitcher,2
80,Andrew Cashner,Michael Bourn,pitcher,2
81,Andrew Mccutchen,Claudio Vargas,batter,12
82,Andrew Mccutchen,Hisanori Takahashi,batter,6
83,Andrew Mccutchen,Huston Street,batter,6
84,Andruw Jones,Chris Perez,batter,2
85,Andruw Jones,Jason Frasor,batter,3
86,Andruw Jones,Jeremy Accardo,batter,2
