,winner,loser,score
0,A. j. Pierzynski,Adrian Gonzalez,0
1,A. j. Pierzynski,Alberto Callaspo,0
2,A. j. Pierzynski,Alex Gordon,0
3,A. j. Pierzynski,Alex Rios,0
4,A. j. Pierzynski,Alex Rodriguez,0
5,A. j. Pierzynski,Austin Jackson,1
6,A. j. Pierzynski,B. j. Upton,0
7,A. j. Pierzynski,Ben Zobrist,0
8,A. j. Pierzynski,Billy Butler,0
9,A. j. Pierzynski,Bobby Abreu,1
10,A. j. Pierzynski,Brennan Boesch,0
11,A. j. Pierzynski,Brent Morel,0
12,A. j. Pierzynski,Brett Gardner,1
13,A. j. Pierzynski,Carl Crawford,1
14,A. j. Pierzynski,Carlos Santana,0
15,A. j. Pierzynski,Clint Barmes,3
16,Clint Barmes,A. j. Pierzynski,3
17,A. j. Pierzynski,Coco Crisp,3
18,Coco Crisp,A. j. Pierzynski,3
19,A. j. Pierzynski,Corey Patterson,3
20,Corey Patterson,A. j. Pierzynski,3
21,A. j. Pierzynski,Danny Espinosa,0
22,A. j. Pierzynski,David Dejesus,6
23,David Dejesus,A. j. Pierzynski,6
24,A. j. Pierzynski,David Ortiz,0
25,A. j. Pierzynski,Derek Jeter,3
26,Derek Jeter,A. j. Pierzynski,3
27,A. j. Pierzynski,Elvis Andrus,0
28,A. j. Pierzynski,Eric Thames,0
29,A. j. Pierzynski,Erick Aybar,0
30,A. j. Pierzynski,Ian Kinsler,0
31,A. j. Pierzynski,J. d. Drew,1
32,A. j. Pierzynski,Jacoby Ellsbury,0
33,A. j. Pierzynski,Jemile Weeks,0
34,A. j. Pierzynski,Jim Thome,0
35,A. j. Pierzynski,Joey Votto,1
36,A. j. Pierzynski,Jorge Posada,0
37,A. j. Pierzynski,Josh Hamilton,4
38,A. j. Pierzynski,Juan Rivera,0
39,A. j. Pierzynski,Kevin Youkilis,4
40,A. j. Pierzynski,Luke Scott,1
41,A. j. Pierzynski,Magglio Ordonez,0
42,A. j. Pierzynski,Mark Reynolds,0
43,A. j. Pierzynski,Mark Teixeira,6
44,A. j. Pierzynski,Matthew Joyce,0
45,A. j. Pierzynski,Melky Cabrera,3
46,Melky Cabrera,A. j. Pierzynski,3
47,A. j. Pierzynski,Michael Brantley,3
48,Michael Brantley,A. j. Pierzynski,3
49,A. j. Pierzynski,Michael Young,0
50,A. j. Pierzynski,Miguel Cabrera,0
51,A. j. Pierzynski,Mike Moustakas,0
52,A. j. Pierzynski,Mike Napoli,0
53,A. j. Pierzynski,Nick Markakis,0
54,A. j. Pierzynski,Nick Swisher,9
55,A. j. Pierzynski,Nyjer Morgan,0
56,A. j. Pierzynski,Robert Andino,0
57,A. j. Pierzynski,Robinson Cano,0
58,A. j. Pierzynski,Russell Martin,2
59,A. j. Pierzynski,Ryan Braun,1
60,A. j. Pierzynski,Scott Sizemore,0
61,A. j. Pierzynski,Shelley Duncan,0
62,A. j. Pierzynski,Torii Hunter,0
63,A. j. Pierzynski,Victor Martinez,0
64,Aaron Cunningham,Allen Craig,0
65,Aaron Cunningham,Chris Iannetta,1
66,Aaron Cunningham,Emilio Bonifacio,3
67,Aaron Cunningham,Hunter Pence,0
68,Aaron Cunningham,Joey Votto,1
69,Joey Votto,Aaron Cunningham,1
70,Aaron Cunningham,Jonathan Lucroy,3
71,Jonathan Lucroy,Aaron Cunningham,3
72,Aaron Cunningham,Jose Tabata,0
73,Aaron Cunningham,Rickie Weeks,1
74,Rickie Weeks,Aaron Cunningham,1
75,Aaron Cunningham,Ryan Braun,3
76,Aaron Cunningham,Shane Victorino,0
77,Aaron Hill,Alex Gordon,0
78,Aaron Hill,Carlos Beltran,0
79,Aaron Hill,Coco Crisp,0
80,Aaron Hill,Dan Uggla,0
81,Aaron Hill,Danny Valencia,8
82,Aaron Hill,David Dejesus,9
83,David Dejesus,Aaron Hill,9
84,Aaron Hill,Giancarlo Stanton,11
85,Aaron Hill,Jacoby Ellsbury,0
86,Aaron Hill,Jason Repko,3
87,Jason Repko,Aaron Hill,3
88,Aaron Hill,Joey Votto,8
89,Aaron Hill,Juan Rivera,2
90,Aaron Hill,Kurt Suzuki,0
91,Aaron Hill,Matt Diaz,7
92,Aaron Hill,Michael Cuddyer,0
93,Aaron Hill,Miguel Cairo,6
94,Aaron Hill,Nick Swisher,0
95,Aaron Miles,Andre Ethier,10
96,Aaron Miles,Aubrey Huff,0
97,Aaron Miles,Billy Butler,3
98,Billy Butler,Aaron Miles,3
99,Aaron Miles,Brandon Phillips,0
100,Aaron Miles,Brian Bogusevic,1
101,Brian Bogusevic,Aaron Miles,1
102,Aaron Miles,Carlos Pena,1
103,Carlos Pena,Aaron Miles,1
104,Aaron Miles,Chase Headley,3
105,Aaron Miles,Coco Crisp,3
106,Coco Crisp,Aaron Miles,3
107,Aaron Miles,Cody Ross,0
108,Aaron Miles,Danny Espinosa,0
109,Aaron Miles,Eric Hosmer,6
110,Eric Hosmer,Aaron Miles,6
111,Aaron Miles,Garrett Jones,0
112,Aaron Miles,Gerardo Parra,0
113,Aaron Miles,Hunter Pence,0
114,Aaron Miles,James Loney,0
115,Aaron Miles,Jamey Carroll,7
116,Aaron Miles,Jason Pridie,1
117,Aaron Miles,Jay Bruce,0
118,Aaron Miles,Jerry Hairston,0
119,Aaron Miles,Jonathan Lucroy,0
120,Aaron Miles,Juan Uribe,0
121,Aaron Miles,Justin Upton,1
122,Aaron Miles,Kelly Johnson,0
123,Aaron Miles,Kurt Suzuki,0
124,Aaron Miles,Kyle Phillips,3
125,Kyle Phillips,Aaron Miles,3
126,Aaron Miles,Lance Berkman,0
127,Aaron Miles,Matt Kemp,0
128,Aaron Miles,Melky Cabrera,0
129,Aaron Miles,Miguel Montero,0
130,Aaron Miles,Nate Schierholtz,0
131,Aaron Miles,Pablo Sandoval,0
132,Aaron Miles,Prince Fielder,1
133,Aaron Miles,Rick Ankiel,0
134,Aaron Miles,Rickie Weeks,0
135,Aaron Miles,Ryan Braun,4
136,Aaron Miles,Ryan Zimmerman,3
137,Ryan Zimmerman,Aaron Miles,3
138,Aaron Miles,Shin-soo Choo,1
139,Shin-soo Choo,Aaron Miles,1
140,Aaron Miles,Yadier Molina,1
141,Yadier Molina,Aaron Miles,1
142,Aaron Miles,Yuniesky Betancourt,0
143,Aaron Rowand,Albert Pujols,0
144,Aaron Rowand,Brandon Wood,3
145,Brandon Wood,Aaron Rowand,3
146,Aaron Rowand,Corey Hart,0
147,Aaron Rowand,Dan Uggla,1
148,Aaron Rowand,Giancarlo Stanton,0
149,Aaron Rowand,Hanley Ramirez,3
150,Hanley Ramirez,Aaron Rowand,3
151,Aaron Rowand,Hunter Pence,0
152,Aaron Rowand,Jayson Werth,0
153,Aaron Rowand,Jerry Hairston,1
154,Aaron Rowand,Mark Reynolds,0
155,Aaron Rowand,Matt Diaz,1
156,Aaron Rowand,Matt Kemp,2
157,Aaron Rowand,Miguel Tejada,0
158,Aaron Rowand,Pat Burrell,0
159,Aaron Rowand,Rickie Weeks,0
160,Aaron Rowand,Russell Martin,0
161,Aaron Rowand,Torii Hunter,0
162,Adam Dunn,B. j. Upton,0
163,Adam Dunn,Carlos Santana,0
164,Adam Dunn,Curtis Granderson,0
165,Adam Dunn,Denard Span,0
166,Adam Dunn,Eric Hosmer,1
167,Eric Hosmer,Adam Dunn,1
168,Adam Dunn,Hideki Matsui,3
169,Hideki Matsui,Adam Dunn,3
170,Adam Dunn,Jorge Posada,0
171,Adam Dunn,Jose Bautista,0
172,Adam Dunn,Josh Hamilton,1
173,Josh Hamilton,Adam Dunn,1
174,Adam Dunn,Mark Teixeira,0
175,Adam Dunn,Mitch Moreland,0
176,Adam Jones,Adrian Beltre,3
177,Adam Jones,Alex Rodriguez,4
178,Adam Jones,Aubrey Huff,0
179,Adam Jones,B. j. Upton,2
180,Adam Jones,Bobby Abreu,14
181,Adam Jones,Brennan Boesch,0
182,Adam Jones,Brent Lillibridge,6
183,Adam Jones,Carlos Peguero,3
184,Adam Jones,Carlos Pena,0
185,Adam Jones,Dan Johnson,0
186,Adam Jones,David Dejesus,6
187,David Dejesus,Adam Jones,6
188,Adam Jones,David Ortiz,9
189,Adam Jones,Eduardo Nunez,2
190,Adam Jones,Edwin Encarnacion,9
191,Adam Jones,Eric Hosmer,9
192,Adam Jones,Erick Aybar,0
193,Adam Jones,Evan Longoria,7
