,winner,loser,who_won,score
0,A. j. Pierzynski,Alfredo Aceves,batter,3
1,A. j. Pierzynski,Brandon McCarthy,batter,3
2,A. j. Pierzynski,Brian Bannister,batter,9
3,A. j. Pierzynski,Bruce Chen,batter,3
4,A. j. Pierzynski,Carl Pavano,batter,3
5,A. j. Pierzynski,Clay Buchholz,batter,6
6,A. j. Pierzynski,Cory Wade,batter,3
7,A. j. Pierzynski,Edwin Jackson,batter,3
8,A. j. Pierzynski,Jeff Suppan,batter,6
9,A. j. Pierzynski,Luis Mendoza,batter,12
10,A. j. Pierzynski,Matt Garza,batter,12
11,A. j. Pierzynski,Mike Gosling,batter,6
12,A. j. Pierzynski,Nick Blackburn,batter,3
13,A. j. Pierzynski,Robinson Tejeda,batter,6
14,A. j. Pierzynski,Ross Ohlendorf,batter,6
15,A. j. Pierzynski,Trevor Cahill,batter,12
16,A.J. Burnett,Adam Lind,pitcher,1
17,A.J. Burnett,Alex Gordon,pitcher,6
18,A.J. Burnett,Aubrey Huff,pitcher,1
19,A.J. Burnett,Cliff Pennington,pitcher,1
20,A.J. Burnett,Daniel Murphy,pitcher,1
21,A.J. Burnett,J. d. Drew,pitcher,3
22,A.J. Burnett,Jack Hannahan,pitcher,6
23,A.J. Burnett,Joe Mauer,pitcher,1
24,A.J. Burnett,John Baker,pitcher,1
25,A.J. Burnett,Josh Anderson,pitcher,1
26,A.J. Burnett,Josh Reddick,pitcher,1
27,A.J. Burnett,Matt Wieters,pitcher,2
28,A.J. Burnett,Ryan Sweeney,pitcher,1
29,Aaron Boone,Tyler Walker,batter,1
30,Aaron Harang,Angel Pagan,pitcher,6
31,Aaron Harang,Brian Schneider,pitcher,1
32,Aaron Harang,Freddy Sanchez,pitcher,1
33,Aaron Harang,Ian Snell,batter,2
34,Aaron Harang,Jason Smith,pitcher,1
35,Aaron Harang,Kosuke Fukudome,pitcher,1
36,Aaron Harang,Lance Berkman,pitcher,1
37,Aaron Harang,Michael Bourn,pitcher,2
38,Aaron Harang,Pablo Sandoval,pitcher,3
39,Aaron Harang,Ryan Howard,pitcher,7
40,Aaron Harang,Shane Victorino,pitcher,1
41,Aaron Harang,Shin-soo Choo,pitcher,1
42,Aaron Heilman,Adam Laroche,pitcher,1
43,Aaron Heilman,Alex Gonzalez,pitcher,1
44,Aaron Heilman,Angel Pagan,pitcher,1
45,Aaron Heilman,Brad Nelson,pitcher,6
46,Aaron Heilman,Brandon Inge,pitcher,6
47,Aaron Heilman,Brooks Conrad,pitcher,1
48,Aaron Heilman,Carlos Lee,pitcher,2
49,Aaron Heilman,Casey Blake,pitcher,1
50,Aaron Heilman,Chris Coste,pitcher,6
51,Aaron Heilman,Chris Dickerson,pitcher,12
52,Aaron Heilman,Chris Young,pitcher,6
53,Aaron Heilman,Corey Hart,pitcher,2
54,Aaron Heilman,Dexter Fowler,pitcher,12
55,Aaron Heilman,Frank Catalanotto,pitcher,1
56,Aaron Heilman,Franklin Morales,pitcher,6
57,Aaron Heilman,Jhonny Peralta,pitcher,6
58,Aaron Heilman,Jody Gerut,pitcher,2
59,Aaron Heilman,Joe Thurston,pitcher,1
60,Aaron Heilman,Josh Bard,pitcher,6
61,Aaron Heilman,Justin Morneau,pitcher,1
62,Aaron Heilman,Luis Cruz,pitcher,6
63,Aaron Heilman,Marcus Thames,pitcher,1
64,Aaron Heilman,Miguel Tejada,pitcher,6
65,Aaron Heilman,Nate Mclouth,pitcher,1
66,Aaron Heilman,Pablo Sandoval,pitcher,1
67,Aaron Heilman,Paul Konerko,pitcher,6
68,Aaron Heilman,Prince Fielder,pitcher,3
69,Aaron Heilman,Rafael Furcal,pitcher,1
70,Aaron Heilman,Skip Schumaker,pitcher,1
71,Aaron Heilman,Trevor Crowe,pitcher,1
72,Aaron Heilman,Victor Martinez,pitcher,1
73,Aaron Heilman,Yadier Molina,pitcher,2
74,Aaron Heilman,Yunel Escobar,pitcher,1
75,Aaron Hill,Brian Matusz,batter,3
76,Aaron Hill,Clay Buchholz,batter,15
77,Aaron Hill,Clay Condrey,batter,3
78,Aaron Hill,Clayton Richard,batter,3
79,Aaron Hill,Cliff Lee,batter,3
80,Aaron Hill,Dallas Braden,batter,2
81,Aaron Hill,David Price,batter,3
82,Aaron Hill,Doug Fister,batter,12
83,Aaron Hill,Fernando Rodney,batter,12
84,Aaron Hill,Francisco Liriano,batter,3
85,Aaron Hill,Gavin Floyd,batter,3
86,Aaron Hill,Gil Meche,batter,2
87,Aaron Hill,Jack Egbert,batter,6
88,Aaron Hill,Jamie Moyer,batter,24
89,Aaron Hill,Jeremy Guthrie,batter,3
90,Aaron Hill,Joe Nelson,batter,2
91,Aaron Hill,John Danks,batter,3
92,Aaron Hill,Josh Towers,batter,6
93,Aaron Hill,Kevin Slowey,batter,3
94,Aaron Hill,Kyle Davies,batter,1
95,Aaron Hill,Manny Acosta,batter,3
96,Aaron Hill,Mark Hendrickson,batter,3
97,Aaron Hill,Micah Owings,batter,3
98,Aaron Hill,Rich Hill,batter,3
99,Aaron Hill,Roberto Hernandez,batter,3
100,Aaron Hill,Scott Kazmir,batter,6
101,Aaron Hill,Sean Gallagher,batter,3
102,Aaron Hill,Sergio Mitre,batter,2
103,Aaron Hill,Tommy Hunter,batter,2
104,Aaron Laffey,Alex Gordon,pitcher,6
105,Aaron Laffey,Alexei Ramírez,pitcher,1
106,Aaron Laffey,Billy Butler,pitcher,1
107,Aaron Laffey,Brent Lillibridge,pitcher,1
108,Aaron Laffey,Brian Anderson,pitcher,4
109,Aaron Laffey,Carlos Gomez,pitcher,1
110,Aaron Laffey,Carlos Quentin,pitcher,3
111,Aaron Laffey,Cesar Izturis,pitcher,1
112,Aaron Laffey,Chris Shelton,pitcher,6
113,Aaron Laffey,Coco Crisp,pitcher,2
114,Aaron Laffey,David Dejesus,pitcher,1
115,Aaron Laffey,Delmon Young,pitcher,1
116,Aaron Laffey,Denard Span,pitcher,2
117,Aaron Laffey,Gary Matthews,pitcher,1
118,Aaron Laffey,Gordon Beckham,pitcher,1
119,Aaron Laffey,Howie Kendrick,pitcher,1
120,Aaron Laffey,Jayson Nix,pitcher,1
121,Aaron Laffey,Jermaine Dye,pitcher,1
122,Aaron Laffey,Joe Crede,pitcher,1
123,Aaron Laffey,Jose Lopez,pitcher,2
124,Aaron Laffey,Jose Morales,pitcher,1
125,Aaron Laffey,Marcus Thames,pitcher,1
126,Aaron Laffey,Marlon Byrd,pitcher,1
127,Aaron Laffey,Matt Tolbert,pitcher,1
128,Aaron Laffey,Matt Wieters,pitcher,1
129,Aaron Laffey,Miguel Cabrera,pitcher,2
130,Aaron Laffey,Nick Punto,pitcher,1
131,Aaron Laffey,Nolan Reimold,pitcher,1
132,Aaron Laffey,Orlando Cabrera,pitcher,1
133,Aaron Laffey,Paul Konerko,pitcher,1
134,Aaron Laffey,Ronny Cedeno,pitcher,2
135,Aaron Laffey,Tony Pena,pitcher,1
136,Aaron Laffey,Tyler Flowers,pitcher,2
137,Aaron Miles,Billy Buckner,batter,3
138,Aaron Miles,Jason Marquis,batter,2
139,Aaron Miles,Jonathan Sanchez,batter,6
140,Aaron Miles,Todd Wellemeyer,batter,3
141,Aaron Rowand,Adam Eaton,batter,3
142,Aaron Rowand,Buddy Carlyle,batter,6
143,Aaron Rowand,Cesar Ramos,batter,3
144,Aaron Rowand,Craig Stammen,batter,12
145,Aaron Rowand,Gio Gonzalez,batter,3
146,Aaron Rowand,Guillermo Mota,batter,1
147,Aaron Rowand,Johan Santana,batter,12
148,Aaron Rowand,Juan Carlos Oviedo,batter,3
149,Aaron Rowand,Kevin Correia,batter,6
150,Aaron Rowand,Logan Kensing,batter,6
151,Aaron Rowand,Max Scherzer,batter,6
152,Aaron Rowand,Ross Detwiler,batter,3
153,Adam Dunn,Aaron Harang,batter,2
154,Adam Dunn,Brian Moehler,batter,4
155,Adam Dunn,Carlos Villanueva,batter,3
156,Adam Dunn,Chan Ho Park,batter,6
157,Adam Dunn,Chris Volstad,batter,10
158,Adam Dunn,Cliff Lee,batter,2
159,Adam Dunn,Drew Carpenter,batter,3
160,Adam Dunn,Francisco Rodriguez,batter,4
161,Adam Dunn,Jamie Moyer,batter,2
162,Adam Dunn,Jason Hammel,batter,3
163,Adam Dunn,Jason Marquis,batter,2
164,Adam Dunn,Jeff Fulchino,batter,6
165,Adam Dunn,Jeff Suppan,batter,5
166,Adam Dunn,Joe Blanton,batter,15
167,Adam Dunn,Johnny Cueto,batter,12
168,Adam Dunn,Jon Garland,batter,6
169,Adam Dunn,Jorge Campillo,batter,2
170,Adam Dunn,Justin Lehr,batter,6
171,Adam Dunn,Max Scherzer,batter,12
172,Adam Dunn,Micah Owings,batter,2
173,Adam Dunn,Mike Burns,batter,2
174,Adam Dunn,Osiris Matos,batter,3
175,Adam Dunn,Renyel Pinto,batter,2
176,Adam Dunn,Russ Ortiz,batter,6
177,Adam Dunn,Todd Wellemeyer,batter,2
178,Adam Dunn,Trevor Hoffman,batter,2
179,Adam Dunn,Virgil Vasquez,batter,2
180,Adam Eaton,Cody Ross,pitcher,1
181,Adam Eaton,Hideki Matsui,pitcher,1
182,Adam Eaton,Nate Schierholtz,pitcher,2
183,Adam Eaton,Robinson Cano,pitcher,2
184,Adam Everett,C.J. Wilson,batter,3
185,Adam Everett,Joe Saunders,batter,12
186,Adam Everett,Lenny DiNardo,batter,3
187,Adam Jones,CC Sabathia,batter,6
188,Adam Jones,J.A. Happ,batter,6
189,Adam Jones,Jack Taschner,batter,3
190,Adam Jones,James Shields,batter,3
191,Adam Jones,Jarrod Washburn,batter,6
192,Adam Jones,Jason Vargas,batter,3
193,Adam Jones,Joe Nelson,batter,3
194,Adam Jones,Joe Saunders,batter,6
195,Adam Jones,John Danks,batter,2
196,Adam Jones,Manny Delcarmen,batter,3
197,Adam Jones,Mark Buehrle,batter,3
198,Adam Jones,Phil Coke,batter,3
199,Adam Jones,Ricky Romero,batter,3
200,Adam Jones,Ron Villone,batter,3
201,Adam Jones,Sean O'Sullivan,batter,3
202,Adam Jones,Sean White,batter,3
203,Adam Jones,Shairon Martis,batter,1
204,Adam Jones,Trevor Cahill,batter,6
205,Adam Kennedy,Alfredo Aceves,batter,3
206,Adam Kennedy,Armando Galarraga,batter,6
207,Adam Kennedy,Brandon McCarthy,batter,2
208,Adam Kennedy,Brian Bannister,batter,4
209,Adam Kennedy,Chad Gaudin,batter,3
210,Adam Kennedy,Clay Buchholz,batter,3
211,Adam Kennedy,David Hernandez,batter,3
212,Adam Kennedy,Doug Fister,batter,6
213,Adam Kennedy,Dustin Nippert,batter,3
214,Adam Kennedy,Ervin Santana,batter,3
215,Adam Kennedy,James Shields,batter,3
216,Adam Kennedy,Jason Berken,batter,6
217,Adam Kennedy,Jered Weaver,batter,3
