,winner,loser,who_won,score
0,A. j. Ellis,Alex Wood,batter,12
1,A. j. Ellis,Andrew Suarez,batter,3
2,A. j. Ellis,Brian Duensing,batter,6
3,A. j. Ellis,Gio Gonzalez,batter,3
4,A. j. Ellis,Jeffrey Springs,batter,2
5,A. j. Ellis,Kyle Freeland,batter,3
6,A. j. Ellis,Sean Manaea,batter,3
7,A. j. Ellis,Sean Newcomb,batter,3
8,A.J. Cole,Dee Strange-gordon,pitcher,1
9,A.J. Minter,Anthony Rendon,pitcher,1
10,A.J. Minter,Brandon Belt,pitcher,6
11,A.J. Minter,Evan Longoria,pitcher,1
12,A.J. Minter,Jonathan Schoop,pitcher,1
13,A.J. Minter,Ketel Marte,pitcher,1
14,A.J. Minter,Lorenzo Cain,pitcher,1
15,A.J. Minter,Todd Frazier,pitcher,6
16,A.J. Minter,Yasmani Grandal,pitcher,6
17,AJ Ramos,Andrew Stevenson,pitcher,1
18,AJ Ramos,Ketel Marte,pitcher,6
19,AJ Ramos,Kolten Wong,pitcher,6
20,AJ Ramos,Pedro Severino,pitcher,6
21,AJ Ramos,Rosell Herrera,pitcher,6
22,Aaron Altherr,Gio Gonzalez,batter,2
23,Aaron Altherr,Luke Weaver,batter,2
24,Aaron Altherr,Wei-Yin Chen,batter,18
25,Aaron Brooks,Cedric Mullins,pitcher,1
26,Aaron Brooks,Eric Young,pitcher,1
27,Aaron Brooks,Francisco Arcia,pitcher,3
28,Aaron Bummer,Francisco Lindor,pitcher,6
29,Aaron Bummer,Javier Baez,pitcher,6
30,Aaron Bummer,Josh Bell,pitcher,1
31,Aaron Bummer,Melky Cabrera,pitcher,6
32,Aaron Bummer,Michael Brantley,pitcher,6
33,Aaron Bummer,Robinson Chirinos,pitcher,6
34,Aaron Hicks,Alan Busenitz,batter,2
35,Aaron Hicks,Alex Claudio,batter,3
36,Aaron Hicks,Andrew Cashner,batter,3
37,Aaron Hicks,Blake Snell,batter,14
38,Aaron Hicks,Brandon Maurer,batter,3
39,Aaron Hicks,Chris Sale,batter,2
40,Aaron Hicks,Cole Hamels,batter,3
41,Aaron Hicks,Corey Kluber,batter,6
42,Aaron Hicks,Danny Duffy,batter,3
43,Aaron Hicks,Eduardo Rodriguez,batter,2
44,Aaron Hicks,Hunter Wood,batter,3
45,Aaron Hicks,Jake Petricka,batter,2
46,Aaron Hicks,Jakob Junis,batter,3
47,Aaron Hicks,Jesse Chavez,batter,12
48,Aaron Hicks,Marco Estrada,batter,2
49,Aaron Hicks,Marco Gonzales,batter,12
50,Aaron Hicks,Martin Perez,batter,3
51,Aaron Hicks,Matt Andriese,batter,2
52,Aaron Hicks,Mike Fiers,batter,12
53,Aaron Hicks,Mychal Givens,batter,3
54,Aaron Hicks,Ryan Borucki,batter,2
55,Aaron Hicks,Ryan Yarbrough,batter,2
56,Aaron Hicks,Trevor Bauer,batter,3
57,Aaron Hicks,Tyler Thornburg,batter,2
58,Aaron Hicks,Yefry Ramirez,batter,2
59,Aaron Judge,Adam Morgan,batter,2
60,Aaron Judge,Blake Snell,batter,3
61,Aaron Judge,Eduardo Rodriguez,batter,3
62,Aaron Judge,Felix Hernandez,batter,3
63,Aaron Judge,Gio Gonzalez,batter,2
64,Aaron Judge,Hector Velazquez,batter,2
65,Aaron Judge,Jake Arrieta,batter,3
66,Aaron Judge,Jarlin Garcia,batter,4
67,Aaron Judge,Kyle Gibson,batter,2
68,Aaron Judge,Matt Andriese,batter,12
69,Aaron Judge,Pedro Araujo,batter,2
70,Aaron Judge,Ryan Yarbrough,batter,8
71,Aaron Loup,Hunter Renfroe,pitcher,1
72,Aaron Loup,Jorge Polanco,pitcher,6
73,Aaron Loup,Martin Maldonado,pitcher,6
74,Aaron Loup,Matt Davidson,pitcher,6
75,Aaron Loup,Max Stassi,pitcher,6
76,Aaron Loup,Stephen Piscotty,pitcher,1
77,Aaron Loup,Wilson Ramos,pitcher,1
78,Aaron Nola,Adam Eaton,pitcher,1
79,Aaron Nola,Adam Jones,pitcher,1
80,Aaron Nola,Adrian Gonzalez,pitcher,1
81,Aaron Nola,Albert Almora,pitcher,1
82,Aaron Nola,Amed Rosario,pitcher,6
83,Aaron Nola,Andrew Benintendi,pitcher,1
84,Aaron Nola,Andrew Mccutchen,pitcher,6
85,Aaron Nola,Anthony Rizzo,pitcher,1
86,Aaron Nola,Asdrubal Cabrera,pitcher,3
87,Aaron Nola,Austin Jackson,pitcher,6
88,Aaron Nola,Ben Zobrist,pitcher,7
89,Aaron Nola,Billy Hamilton,pitcher,1
90,Aaron Nola,Brandon Crawford,pitcher,7
91,Aaron Nola,Brandon Nimmo,pitcher,1
92,Aaron Nola,Breyvic Valera,pitcher,1
93,Aaron Nola,Brian Anderson,pitcher,6
94,Aaron Nola,Bryce Harper,pitcher,13
95,Aaron Nola,Buster Posey,pitcher,6
96,Aaron Nola,Carlos Gonzalez,pitcher,7
97,Aaron Nola,Charlie Blackmon,pitcher,1
98,Aaron Nola,Cody Bellinger,pitcher,1
99,Aaron Nola,Colin Moran,pitcher,2
100,Aaron Nola,Cory Spangenberg,pitcher,1
101,Aaron Nola,Curtis Granderson,pitcher,12
102,Aaron Nola,Dansby Swanson,pitcher,6
103,Aaron Nola,Derek Dietrich,pitcher,1
104,Aaron Nola,Dominic Smith,pitcher,1
105,Aaron Nola,Dwight Smith,pitcher,1
106,Aaron Nola,Ender Inciarte,pitcher,2
107,Aaron Nola,Eric Hosmer,pitcher,7
108,Aaron Nola,Evan Longoria,pitcher,1
109,Aaron Nola,Franmil Reyes,pitcher,1
110,Aaron Nola,Freddie Freeman,pitcher,9
111,Aaron Nola,Greg Garcia,pitcher,1
112,Aaron Nola,Gregory Polanco,pitcher,6
113,Aaron Nola,Ian Desmond,pitcher,1
114,Aaron Nola,J. d. Martinez,pitcher,6
115,Aaron Nola,J. t. Realmuto,pitcher,2
116,Aaron Nola,Jack Reinheimer,pitcher,12
117,Aaron Nola,Jaime Garcia,pitcher,6
118,Aaron Nola,Jason Heyward,pitcher,1
119,Aaron Nola,Jay Bruce,pitcher,7
120,Aaron Nola,Jeff Mcneil,pitcher,1
121,Aaron Nola,Joc Pederson,pitcher,3
122,Aaron Nola,Joey Votto,pitcher,4
123,Aaron Nola,Jonathan Villar,pitcher,6
124,Aaron Nola,Jordy Mercer,pitcher,6
125,Aaron Nola,Jose Bautista,pitcher,1
126,Aaron Nola,Jose Martinez,pitcher,7
127,Aaron Nola,Jose Peraza,pitcher,1
128,Aaron Nola,Jose Reyes,pitcher,3
129,Aaron Nola,Josh Donaldson,pitcher,1
130,Aaron Nola,Juan Soto,pitcher,6
131,Aaron Nola,Justin Bour,pitcher,3
132,Aaron Nola,Justin Smoak,pitcher,6
133,Aaron Nola,Kevin Plawecki,pitcher,1
134,Aaron Nola,Kris Bryant,pitcher,6
135,Aaron Nola,Kurt Suzuki,pitcher,7
136,Aaron Nola,Kyle Schwarber,pitcher,7
137,Aaron Nola,Lewis Brinson,pitcher,6
138,Aaron Nola,Lucas Duda,pitcher,1
139,Aaron Nola,Magneuris Sierra,pitcher,1
140,Aaron Nola,Manuel Margot,pitcher,1
141,Aaron Nola,Martin Prado,pitcher,1
142,Aaron Nola,Matt Carpenter,pitcher,1
143,Aaron Nola,Max Muncy,pitcher,2
144,Aaron Nola,Max Scherzer,pitcher,1
145,Aaron Nola,Michael Conforto,pitcher,2
146,Aaron Nola,Miguel Rojas,pitcher,3
147,Aaron Nola,Mitch Moreland,pitcher,1
148,Aaron Nola,Mookie Betts,pitcher,1
149,Aaron Nola,Nolan Arenado,pitcher,2
150,Aaron Nola,Ozzie Albies,pitcher,7
151,Aaron Nola,Ronald Acuna,pitcher,6
152,Aaron Nola,Ryan Flaherty,pitcher,2
153,Aaron Nola,Scooter Gennett,pitcher,1
154,Aaron Nola,Todd Frazier,pitcher,1
155,Aaron Nola,Tommy Pham,pitcher,6
156,Aaron Nola,Travis Shaw,pitcher,3
157,Aaron Nola,Trea Turner,pitcher,2
158,Aaron Nola,Trey Mancini,pitcher,7
159,Aaron Nola,Tyler Flowers,pitcher,1
160,Aaron Nola,Wilmer Difo,pitcher,2
161,Aaron Nola,Wilmer Flores,pitcher,3
162,Aaron Nola,Yadiel Rivera,pitcher,6
163,Aaron Nola,Yangervis Solarte,pitcher,1
164,Aaron Nola,Yasmani Grandal,pitcher,2
165,Aaron Nola,Yoenis Céspedes,pitcher,6
166,Aaron Sanchez,Aaron Hicks,pitcher,2
167,Aaron Sanchez,Aaron Judge,pitcher,6
168,Aaron Sanchez,Adam Engel,pitcher,6
169,Aaron Sanchez,Adam Jones,pitcher,8
170,Aaron Sanchez,Adeiny Hechavarria,pitcher,1
171,Aaron Sanchez,Andrew Benintendi,pitcher,1
172,Aaron Sanchez,Anthony Santander,pitcher,6
173,Aaron Sanchez,Brett Gardner,pitcher,8
174,Aaron Sanchez,Breyvic Valera,pitcher,1
175,Aaron Sanchez,Brian Dozier,pitcher,1
176,Aaron Sanchez,Brock Holt,pitcher,4
177,Aaron Sanchez,Caleb Joseph,pitcher,1
178,Aaron Sanchez,Carlos Sanchez,pitcher,2
179,Aaron Sanchez,Carlos Santana,pitcher,1
180,Aaron Sanchez,Cesar Hernandez,pitcher,1
181,Aaron Sanchez,Chance Sisco,pitcher,1
182,Aaron Sanchez,Derek Dietrich,pitcher,1
183,Aaron Sanchez,Dustin Fowler,pitcher,6
184,Aaron Sanchez,Eduardo Escobar,pitcher,1
185,Aaron Sanchez,Eduardo Nunez,pitcher,9
186,Aaron Sanchez,Ehire Adrianza,pitcher,1
187,Aaron Sanchez,Gary Sanchez,pitcher,1
188,Aaron Sanchez,Hanley Ramirez,pitcher,6
189,Aaron Sanchez,Ian Kinsler,pitcher,6
190,Aaron Sanchez,J. d. Martinez,pitcher,3
191,Aaron Sanchez,J. t. Realmuto,pitcher,1
192,Aaron Sanchez,Jackie Bradley,pitcher,1
193,Aaron Sanchez,Jacoby Jones,pitcher,6
194,Aaron Sanchez,Ji-man Choi,pitcher,8
195,Aaron Sanchez,Joe Mauer,pitcher,1
196,Aaron Sanchez,Joey Wendle,pitcher,3
197,Aaron Sanchez,Johnny Field,pitcher,1
198,Aaron Sanchez,Jonathan Lucroy,pitcher,6
199,Aaron Sanchez,Jonathan Schoop,pitcher,6
200,Aaron Sanchez,Logan Morrison,pitcher,1
201,Aaron Sanchez,Luis Valbuena,pitcher,6
202,Aaron Sanchez,Marcus Semien,pitcher,6
203,Aaron Sanchez,Mark Reynolds,pitcher,6
204,Aaron Sanchez,Mark Trumbo,pitcher,1
205,Aaron Sanchez,Matt Chapman,pitcher,6
206,Aaron Sanchez,Matt Davidson,pitcher,1
207,Aaron Sanchez,Miguel Cabrera,pitcher,1
208,Aaron Sanchez,Mitch Moreland,pitcher,9
209,Aaron Sanchez,Mookie Betts,pitcher,7
210,Aaron Sanchez,Neil Walker,pitcher,3
211,Aaron Sanchez,Nick Castellanos,pitcher,6
212,Aaron Sanchez,Nick Delmonico,pitcher,1
213,Aaron Sanchez,Niko Goodrum,pitcher,12
214,Aaron Sanchez,Pedro Alvarez,pitcher,15
215,Aaron Sanchez,Rafael Devers,pitcher,1
216,Aaron Sanchez,Rafael Ortega,pitcher,1
217,Aaron Sanchez,Robbie Grossman,pitcher,1
218,Aaron Sanchez,Sandy Leon,pitcher,6
219,Aaron Sanchez,Tim Anderson,pitcher,6
220,Aaron Sanchez,Trey Mancini,pitcher,12
221,Aaron Sanchez,Tyler Wade,pitcher,7
222,Aaron Sanchez,Welington Castillo,pitcher,6
223,Aaron Sanchez,Xander Bogaerts,pitcher,13
224,Aaron Sanchez,Yoan Moncada,pitcher,1
225,Aaron Slegers,Chris Davis,pitcher,1
226,Aaron Slegers,Jon Jay,pitcher,1
227,Aaron Slegers,Mike Moustakas,pitcher,2
228,Aaron Wilkerson,David Freese,pitcher,6
229,Aaron Wilkerson,Freddie Freeman,pitcher,1
230,Aaron Wilkerson,Ozzie Albies,pitcher,1
231,Aaron Wilkerson,Scott Schebler,pitcher,2
232,Abraham Almonte,CC Sabathia,batter,2
233,Abraham Almonte,Fernando Romero,batter,3
234,Abraham Almonte,Trevor Bauer,batter,3
235,Adalberto Mejia,Devon Travis,pitcher,1
236,Adalberto Mejia,Edwin Encarnacion,pitcher,6
237,Adalberto Mejia,Lourdes Gurriel,pitcher,1
238,Adalberto Mejia,Luke Maile,pitcher,1
239,Adalberto Mejia,Melky Cabrera,pitcher,6
240,Adalberto Mejia,Rajai Davis,pitcher,2
241,Adalberto Mejia,Teoscar Hernandez,pitcher,1
242,Adalberto Mejia,Yan Gomes,pitcher,1
243,Adalberto Mejia,Yangervis Solarte,pitcher,6
244,Adalberto Mondesi,Carlos Carrasco,batter,2
245,Adalberto Mondesi,Dan Otero,batter,3
246,Adalberto Mondesi,Dylan Covey,batter,2
247,Adalberto Mondesi,Gabriel Moya,batter,6
248,Adalberto Mondesi,Hector Santiago,batter,3
249,Adalberto Mondesi,Joe Musgrove,batter,3
250,Adalberto Mondesi,Jose Berrios,batter,3
251,Adalberto Mondesi,Kyle Gibson,batter,6
252,Adalberto Mondesi,Lucas Giolito,batter,8
253,Adalberto Mondesi,Marco Gonzales,batter,6
254,Adalberto Mondesi,Reynaldo Lopez,batter,3
255,Adam Conley,Amed Rosario,pitcher,1
256,Adam Conley,Anthony Rendon,pitcher,1
257,Adam Conley,Asdrubal Cabrera,pitcher,6
258,Adam Conley,Austin Romine,pitcher,6
259,Adam Conley,Brandon Belt,pitcher,1
260,Adam Conley,Charlie Culberson,pitcher,12
261,Adam Conley,Chris Owings,pitcher,6
262,Adam Conley,Daniel Murphy,pitcher,1
263,Adam Conley,Daniel Robertson,pitcher,6
264,Adam Conley,Dilson Herrera,pitcher,1
265,Adam Conley,Dj Lemahieu,pitcher,6
266,Adam Conley,Evan Longoria,pitcher,1
267,Adam Conley,Franmil Reyes,pitcher,1
268,Adam Conley,Gorkys Hernandez,pitcher,6
269,Adam Conley,Harrison Bader,pitcher,6
270,Adam Conley,Jay Bruce,pitcher,12
271,Adam Conley,Jeff Mcneil,pitcher,6
272,Adam Conley,Jesus Aguilar,pitcher,6
273,Adam Conley,Johnny Field,pitcher,6
274,Adam Conley,Jorge Alfaro,pitcher,1
275,Adam Conley,Jose Bautista,pitcher,2
276,Adam Conley,Jose Pirela,pitcher,1
277,Adam Conley,Juan Soto,pitcher,1
278,Adam Conley,Kelby Tomlinson,pitcher,1
279,Adam Conley,Kurt Suzuki,pitcher,1
280,Adam Conley,Mac Williamson,pitcher,6
281,Adam Conley,Matt Adams,pitcher,6
282,Adam Conley,Matt Carpenter,pitcher,6
283,Adam Conley,Matt Szczur,pitcher,6
284,Adam Conley,Michael Conforto,pitcher,6
285,Adam Conley,Nick Ahmed,pitcher,7
286,Adam Conley,Nick Hundley,pitcher,6
287,Adam Conley,Pablo Sandoval,pitcher,3
288,Adam Conley,Ronald Acuna,pitcher,1
289,Adam Conley,Spencer Kieboom,pitcher,6
290,Adam Conley,Todd Frazier,pitcher,6
291,Adam Conley,Tyler Flowers,pitcher,2
292,Adam Conley,Tyler Saladino,pitcher,1
293,Adam Conley,Wilmer Difo,pitcher,12
294,Adam Conley,Wilson Ramos,pitcher,7
295,Adam Duvall,Brian Duensing,batter,3
296,Adam Duvall,Jorge Lopez,batter,6
297,Adam Duvall,Miguel Socolovich,batter,6
298,Adam Duvall,Mike Montgomery,batter,6
299,Adam Eaton,Aaron Nola,batter,6
300,Adam Eaton,Austin Brice,batter,12
301,Adam Eaton,Corey Oswalt,batter,3
302,Adam Eaton,Dan Straily,batter,6
303,Adam Eaton,Ivan Nova,batter,6
304,Adam Eaton,Jake Arrieta,batter,9
305,Adam Eaton,Jose Urena,batter,6
306,Adam Eaton,Keury Mella,batter,3
307,Adam Eaton,Luis Avilan,batter,2
308,Adam Eaton,Luis Castillo,batter,12
309,Adam Eaton,Michael Lorenzen,batter,3
310,Adam Eaton,Rick Porcello,batter,3
311,Adam Eaton,Sandy Alcantara,batter,3
312,Adam Eaton,Trevor Richards,batter,2
313,Adam Engel,Chase Anderson,batter,3
