,winner,loser,who_won,score
0,A. j. Ellis,Jason Marquis,batter,3
1,A. j. Pierzynski,Armando Galarraga,batter,12
2,A. j. Pierzynski,Brad Bergesen,batter,3
3,A. j. Pierzynski,Brett Anderson,batter,3
4,A. j. Pierzynski,Brian Bannister,batter,3
5,A. j. Pierzynski,Brian Duensing,batter,3
6,A. j. Pierzynski,C.J. Wilson,batter,3
7,A. j. Pierzynski,Daniel Bard,batter,6
8,A. j. Pierzynski,Darren Oliver,batter,3
9,A. j. Pierzynski,Edgar Gonzalez,batter,9
10,A. j. Pierzynski,Gil Meche,batter,6
11,A. j. Pierzynski,Johnny Cueto,batter,12
12,A. j. Pierzynski,Jose Mijares,batter,3
13,A. j. Pierzynski,Juan Cruz,batter,2
14,A. j. Pierzynski,Justin Masterson,batter,3
15,A. j. Pierzynski,Kevin Cameron,batter,3
16,A. j. Pierzynski,Kyle Farnsworth,batter,6
17,A. j. Pierzynski,Paul Byrd,batter,3
18,A. j. Pierzynski,Phil Coke,batter,3
19,A. j. Pierzynski,Randy Wolf,batter,3
20,A. j. Pierzynski,Ron Mahay,batter,3
21,A. j. Pierzynski,Ryan Dempster,batter,3
22,A. j. Pierzynski,Ryan Rowland-Smith,batter,3
23,A. j. Pierzynski,Tomo Ohka,batter,3
24,A. j. Pierzynski,Trevor Cahill,batter,6
25,A. j. Pierzynski,Zack Greinke,batter,3
26,Aaron Bates,Roman Colon,batter,3
27,Aaron Cook,Alex Gonzalez,pitcher,2
28,Aaron Cook,Bill Hall,pitcher,6
29,Aaron Cook,Brendan Ryan,pitcher,1
30,Aaron Cook,Brian Mccann,pitcher,6
31,Aaron Cook,Carlos Pena,pitcher,6
32,Aaron Cook,Casey Mcgehee,pitcher,1
33,Aaron Cook,Chris Coghlan,pitcher,6
34,Aaron Cook,Evan Longoria,pitcher,6
35,Aaron Cook,Frank Catalanotto,pitcher,6
36,Aaron Cook,Freddy Sanchez,pitcher,1
37,Aaron Cook,James Loney,pitcher,1
38,Aaron Cook,Jason Larue,pitcher,1
39,Aaron Cook,Jayson Werth,pitcher,1
40,Aaron Cook,Josh Geer,pitcher,12
41,Aaron Cook,Juan Uribe,pitcher,1
42,Aaron Cook,Kevin Kouzmanoff,pitcher,7
43,Aaron Cook,Luis Rodriguez,pitcher,1
44,Aaron Cook,Manny Ramirez,pitcher,6
45,Aaron Cook,Martin Prado,pitcher,1
46,Aaron Cook,Matt Holliday,pitcher,1
47,Aaron Cook,Matt Kemp,pitcher,1
48,Aaron Cook,Michael Bourn,pitcher,6
49,Aaron Cook,Mike Napoli,pitcher,6
50,Aaron Cook,Pedro Feliz,pitcher,2
51,Aaron Cook,Roy Oswalt,pitcher,1
52,Aaron Cook,Ryan Braun,pitcher,6
53,Aaron Cook,Ryan Hanigan,pitcher,6
54,Aaron Cook,Ryan Howard,pitcher,6
55,Aaron Cook,Scott Hairston,pitcher,12
56,Aaron Cook,Tony Clark,pitcher,6
57,Aaron Cook,Yovani Gallardo,pitcher,6
58,Aaron Cunningham,Francisco Liriano,batter,2
59,Aaron Cunningham,Kevin Millwood,batter,2
60,Aaron Cunningham,Octavio Dotel,batter,12
61,Aaron Cunningham,Scott Kazmir,batter,6
62,Aaron Harang,Aaron Rowand,pitcher,1
63,Aaron Harang,Adam Laroche,pitcher,6
64,Aaron Harang,Albert Pujols,pitcher,7
65,Aaron Harang,Alexei Ramírez,pitcher,2
66,Aaron Harang,Alfonso Soriano,pitcher,15
67,Aaron Harang,Andy Laroche,pitcher,1
68,Aaron Harang,Aramis Ramirez,pitcher,7
69,Aaron Harang,Bengie Molina,pitcher,1
70,Aaron Harang,Brandon Moss,pitcher,1
71,Aaron Harang,Brian Anderson,pitcher,6
72,Aaron Harang,Cameron Maybin,pitcher,6
73,Aaron Harang,Carlos Lee,pitcher,3
74,Aaron Harang,Carlos Ruiz,pitcher,7
75,Aaron Harang,Carlos Zambrano,pitcher,6
76,Aaron Harang,Chad Tracy,pitcher,6
77,Aaron Harang,Chris Burke,pitcher,1
78,Aaron Harang,Chris Coste,pitcher,6
79,Aaron Harang,Cody Ross,pitcher,1
80,Aaron Harang,Dan Uggla,pitcher,6
81,Aaron Harang,David Eckstein,pitcher,3
82,Aaron Harang,Derrek Lee,pitcher,9
83,Aaron Harang,Edgar Renteria,pitcher,1
