,winner,loser,score
0,AJ Ramos,Brad Hand,4
1,AJ Ramos,Brian Schlitter,4
2,AJ Ramos,Charlie Morton,0
3,AJ Ramos,Dillon Gee,0
4,AJ Ramos,Evan Marshall,3
5,AJ Ramos,Francisco Liriano,3
6,AJ Ramos,Hyun Jin Ryu,4
7,AJ Ramos,Jeff Samardzija,0
8,AJ Ramos,Lance Lynn,0
9,AJ Ramos,Mike Minor,0
10,AJ Ramos,Nick Masset,3
11,AJ Ramos,Tyson Ross,0
12,AJ Ramos,Zack Greinke,2
13,Aaron Barrett,Aaron Sanchez,0
14,Aaron Barrett,Alfredo Simon,0
15,Aaron Barrett,Andrew Cashner,10
16,Andrew Cashner,Aaron Barrett,10
17,Aaron Barrett,Brad Hand,0
18,Aaron Barrett,Brett Oberholtzer,0
19,Aaron Barrett,C.J. Wilson,0
20,Aaron Barrett,Carlos Martinez,4
21,Aaron Barrett,Charlie Morton,0
22,Aaron Barrett,Chris Sale,0
23,Aaron Barrett,Cliff Lee,2
24,Aaron Barrett,Craig Stammen,0
25,Aaron Barrett,Daisuke Matsuzaka,0
26,Aaron Barrett,Dan Haren,0
27,Aaron Barrett,Danny Salazar,0
28,Aaron Barrett,Darin Downs,0
29,Aaron Barrett,David Buchanan,7
30,Aaron Barrett,David Hale,0
31,Aaron Barrett,Dillon Gee,1
32,Aaron Barrett,Doug Fister,0
33,Aaron Barrett,Fernando Abad,0
34,Aaron Barrett,Garrett Richards,0
35,Aaron Barrett,Gavin Floyd,0
36,Aaron Barrett,Gio Gonzalez,5
37,Aaron Barrett,Henderson Alvarez III,0
38,Aaron Barrett,Homer Bailey,0
39,Aaron Barrett,Hyun Jin Ryu,0
40,Aaron Barrett,Ivan Nova,1
41,Ivan Nova,Aaron Barrett,1
42,Aaron Barrett,J.A. Happ,0
43,Aaron Barrett,Jacob Turner,11
44,Aaron Barrett,Jacob deGrom,0
45,Aaron Barrett,Jake McGee,0
46,Aaron Barrett,James Russell,5
47,Aaron Barrett,James Shields,0
48,Aaron Barrett,Jason Hammel,3
49,Aaron Barrett,Javier Lopez,0
50,Aaron Barrett,Jeff Samardzija,0
51,Aaron Barrett,Jered Weaver,0
52,Aaron Barrett,Jeremy Affeldt,0
53,Aaron Barrett,Jesse Chavez,5
54,Jesse Chavez,Aaron Barrett,5
55,Aaron Barrett,Joe Kelly,0
56,Aaron Barrett,John Lackey,5
57,John Lackey,Aaron Barrett,5
58,Aaron Barrett,Johnny Cueto,0
59,Aaron Barrett,Jonathan Broxton,0
60,Aaron Barrett,Jonathon Niese,4
61,Aaron Barrett,Jordan Lyles,12
62,Aaron Barrett,Juan Gutierrez,12
63,Aaron Barrett,Julio Teheran,0
64,Aaron Barrett,Lance Lynn,18
65,Aaron Barrett,Liam Hendriks,0
66,Aaron Barrett,Luis Avilan,0
67,Aaron Barrett,Madison Bumgarner,12
68,Madison Bumgarner,Aaron Barrett,12
69,Aaron Barrett,Mark Buehrle,1
70,Aaron Barrett,Martin Perez,7
71,Aaron Barrett,Matt Harrison,0
72,Aaron Barrett,Matt Shoemaker,0
73,Aaron Barrett,Mike Foltynewicz,0
74,Aaron Barrett,Mike Minor,0
75,Aaron Barrett,Miles Mikolas,5
76,Aaron Barrett,Nick Martinez,3
77,Aaron Barrett,Pedro Strop,3
78,Aaron Barrett,Rick Porcello,0
79,Aaron Barrett,Sam Dyson,0
80,Aaron Barrett,Santiago Casilla,5
81,Aaron Barrett,Shelby Miller,0
82,Aaron Barrett,Stephen Strasburg,15
83,Aaron Barrett,Tom Koehler,0
84,Aaron Barrett,Travis Wood,5
85,Travis Wood,Aaron Barrett,5
86,Aaron Barrett,Tyler Chatwood,3
87,Aaron Barrett,Tyler Skaggs,0
88,Aaron Barrett,Tyson Ross,5
89,Aaron Barrett,Ubaldo Jimenez,0
90,Aaron Barrett,Vance Worley,0
91,Aaron Barrett,Vidal Nuno,0
92,Aaron Barrett,Wade Miley,0
93,Aaron Barrett,Wily Peralta,0
94,Aaron Barrett,Yordano Ventura,0
95,Aaron Barrett,Zack Greinke,0
96,Aaron Barrett,Zack Wheeler,0
97,Aaron Crow,Aaron Sanchez,0
98,Aaron Crow,Alex Cobb,1
99,Aaron Crow,David Price,0
100,Aaron Crow,Dustin McGowan,5
101,Dustin McGowan,Aaron Crow,5
102,Aaron Crow,Erasmo Ramirez,0
103,Aaron Crow,Jake McGee,0
104,Aaron Crow,Jake Peavy,4
105,Aaron Crow,James Shields,4
106,Aaron Crow,Jeff Samardzija,0
107,Aaron Crow,Louis Coleman,4
108,Aaron Crow,Marcus Stroman,0
109,Aaron Crow,Mark Buehrle,5
110,Aaron Crow,Rick Porcello,0
111,Aaron Crow,Ricky Nolasco,1
112,Aaron Crow,Roenis Elias,0
113,Aaron Crow,Shelby Miller,0
114,Aaron Crow,Sonny Gray,0
115,Aaron Crow,Tom Wilhelmsen,1
116,Tom Wilhelmsen,Aaron Crow,1
117,Aaron Crow,Yordano Ventura,5
118,Aaron Harang,Adam Ottavino,0
119,Aaron Harang,Alex Torres,0
120,Aaron Harang,Alfredo Simon,22
121,Aaron Harang,Andrew Cashner,19
122,Aaron Harang,Anthony DeSclafani,7
123,Aaron Harang,Bartolo Colon,0
124,Aaron Harang,Brad Hand,16
125,Aaron Harang,Brett Anderson,15
126,Aaron Harang,Brian Schlitter,52
127,Aaron Harang,Brian Wilson,0
128,Aaron Harang,Bud Norris,0
129,Aaron Harang,C.J. Wilson,0
130,Aaron Harang,Carlos Frias,24
131,Aaron Harang,Carlos Martinez,39
132,Aaron Harang,Carlos Torres,18
133,Aaron Harang,Carlos Villanueva,12
134,Aaron Harang,Chad Bettis,2
135,Aaron Harang,Charlie Furbush,8
136,Aaron Harang,Charlie Morton,8
137,Aaron Harang,Chase Anderson,37
138,Aaron Harang,Chase Whitley,8
139,Aaron Harang,Chris Archer,0
140,Aaron Harang,Chris Hatcher,22
141,Aaron Harang,Chris Sale,0
142,Aaron Harang,Christian Bergman,2
143,Aaron Harang,Cliff Lee,0
144,Aaron Harang,Colby Lewis,3
145,Aaron Harang,Cole Hamels,7
146,Aaron Harang,Craig Stammen,3
147,Aaron Harang,Daisuke Matsuzaka,12
148,Aaron Harang,Dale Thayer,0
149,Aaron Harang,Dallas Keuchel,0
150,Aaron Harang,Dan Haren,49
151,Aaron Harang,Dana Eveland,8
152,Aaron Harang,Daniel Corcino,2
153,Aaron Harang,Darin Downs,13
154,Aaron Harang,David Buchanan,61
155,Aaron Harang,David Hale,46
156,Aaron Harang,David Phelps,0
157,Aaron Harang,David Price,0
158,Aaron Harang,Dillon Gee,22
159,Aaron Harang,Doug Fister,0
160,Aaron Harang,Dustin McGowan,2
161,Aaron Harang,Edwin Jackson,12
162,Aaron Harang,Erasmo Ramirez,8
163,Erasmo Ramirez,Aaron Harang,8
164,Aaron Harang,Erik Bedard,0
165,Aaron Harang,Ernesto Frieri,9
166,Aaron Harang,Ervin Santana,10
167,Aaron Harang,Evan Marshall,1
168,Aaron Harang,Fernando Rodney,9
169,Aaron Harang,Francisco Liriano,0
170,Aaron Harang,Francisco Rodriguez,55
171,Aaron Harang,Franklin Morales,30
172,Aaron Harang,Garrett Richards,17
173,Aaron Harang,Gavin Floyd,20
174,Aaron Harang,Gio Gonzalez,4
175,Aaron Harang,Gonzalez Germen,10
176,Aaron Harang,Gus Schlosser,49
177,Aaron Harang,Hector Rondon,17
178,Aaron Harang,Henderson Alvarez III,0
179,Aaron Harang,Homer Bailey,19
180,Aaron Harang,Hyun Jin Ryu,0
181,Aaron Harang,Ian Kennedy,0
182,Aaron Harang,J.A. Happ,0
183,Aaron Harang,Jacob Turner,10
184,Aaron Harang,Jacob deGrom,19
185,Aaron Harang,Jake McGee,8
186,Aaron Harang,Jake Odorizzi,0
187,Aaron Harang,Jake Peavy,13
188,Aaron Harang,James Russell,27
189,Aaron Harang,James Shields,0
190,Aaron Harang,Jason Hammel,26
191,Aaron Harang,Jason Vargas,0
192,Aaron Harang,Javier Lopez,26
193,Aaron Harang,Jeff Samardzija,25
194,Aaron Harang,Jenrry Mejia,15
195,Jenrry Mejia,Aaron Harang,15
196,Aaron Harang,Jered Weaver,7
197,Aaron Harang,Jeremy Affeldt,0
198,Aaron Harang,Jhoulys Chacin,1
199,Aaron Harang,Jim Johnson,9
200,Aaron Harang,Joe Kelly,4
201,Aaron Harang,John Lackey,7
202,Aaron Harang,Johnny Cueto,6
203,Aaron Harang,Jonathan Broxton,24
204,Aaron Harang,Jonathon Niese,28
205,Aaron Harang,Jordan Lyles,12
206,Aaron Harang,Josh Beckett,0
207,Aaron Harang,Juan Gutierrez,27
208,Aaron Harang,Julio Teheran,43
209,Aaron Harang,Justin Grimm,3
210,Aaron Harang,Justin Wilson,13
211,Aaron Harang,Lance Lynn,28
212,Aaron Harang,Luis Avilan,60
213,Aaron Harang,Madison Bumgarner,5
214,Aaron Harang,Marcus Stroman,2
215,Aaron Harang,Mark Buehrle,5
216,Aaron Harang,Mat Latos,12
217,Aaron Harang,Matt Cain,0
218,Aaron Harang,Matt Garza,20
219,Aaron Harang,Matt Shoemaker,43
220,Aaron Harang,Matt Thornton,10
221,Aaron Harang,Mike Foltynewicz,21
222,Aaron Harang,Mike Minor,37
223,Aaron Harang,Nick Christiani,11
224,Aaron Harang,Nick Masset,13
225,Aaron Harang,Nick Vincent,1
226,Nick Vincent,Aaron Harang,1
227,Aaron Harang,Paul Maholm,12
228,Aaron Harang,Pedro Strop,30
229,Aaron Harang,Rafael Montero,26
230,Aaron Harang,Randy Wolf,3
231,Aaron Harang,Rick Porcello,0
232,Aaron Harang,Ricky Nolasco,0
233,Aaron Harang,Roenis Elias,0
234,Aaron Harang,Rubby De La Rosa,3
235,Aaron Harang,Ryan Mattheus,11
236,Aaron Harang,Ryan Vogelsong,15
237,Aaron Harang,Sam Dyson,26
238,Aaron Harang,Sam Freeman,0
239,Aaron Harang,Sam LeCure,15
240,Aaron Harang,Santiago Casilla,35
241,Aaron Harang,Scott Carroll,3
242,Aaron Harang,Shelby Miller,36
243,Aaron Harang,Sonny Gray,8
244,Aaron Harang,Stephen Strasburg,51
245,Aaron Harang,Taylor Jordan,0
246,Aaron Harang,Tim Lincecum,26
247,Aaron Harang,Tim Stauffer,0
248,Aaron Harang,Tom Gorzelanny,16
249,Aaron Harang,Tom Koehler,19
250,Aaron Harang,Tommy Milone,17
251,Aaron Harang,Travis Wood,3
252,Aaron Harang,Tyler Chatwood,6
253,Aaron Harang,Tyler Skaggs,6
254,Aaron Harang,Tyson Ross,65
255,Tyson Ross,Aaron Harang,65
256,Aaron Harang,Ubaldo Jimenez,0
257,Aaron Harang,Vance Worley,0
258,Aaron Harang,Vidal Nuno,12
259,Aaron Harang,Wade Miley,15
260,Aaron Harang,Wandy Rodriguez,1
261,Aaron Harang,Wei-Yin Chen,0
262,Aaron Harang,Will Smith,1
263,Aaron Harang,Wily Peralta,21
264,Aaron Harang,Yordano Ventura,0
265,Aaron Harang,Yovani Gallardo,29
266,Aaron Harang,Yu Darvish,34
267,Aaron Harang,Zach Duke,13
268,Aaron Harang,Zack Greinke,4
269,Aaron Harang,Zack Wheeler,0
270,Aaron Sanchez,Aaron Barrett,4
271,Aaron Sanchez,Aaron Crow,2
272,Aaron Sanchez,Adam Warren,10
273,Aaron Sanchez,Al Alburquerque,3
274,Aaron Sanchez,Alex Cobb,14
275,Aaron Sanchez,Alfredo Simon,13
276,Aaron Sanchez,Allen Webster,3
277,Aaron Sanchez,Andrew Cashner,3
278,Aaron Sanchez,Bartolo Colon,0
279,Aaron Sanchez,Brandon Maurer,8
280,Aaron Sanchez,Brandon Workman,9
281,Aaron Sanchez,Brett Oberholtzer,19
282,Aaron Sanchez,Bud Norris,1
283,Aaron Sanchez,C.C. Lee,3
284,Aaron Sanchez,C.J. Wilson,4
285,Aaron Sanchez,Caleb Thielbar,16
286,Aaron Sanchez,Carlos Carrasco,8
287,Aaron Sanchez,Chad Jenkins,14
288,Aaron Sanchez,Charlie Morton,9
289,Aaron Sanchez,Chase Whitley,5
290,Aaron Sanchez,Chris Archer,0
291,Aaron Sanchez,Chris Sale,0
292,Aaron Sanchez,Clay Buchholz,0
293,Aaron Sanchez,Colby Lewis,4
294,Aaron Sanchez,Craig Breslow,16
295,Aaron Sanchez,Dallas Keuchel,0
296,Aaron Sanchez,Daniel Webb,6
297,Aaron Sanchez,Danny Duffy,0
298,Aaron Sanchez,David Hale,1
299,Aaron Sanchez,David Phelps,18
300,Aaron Sanchez,David Price,0
301,Aaron Sanchez,Doug Fister,9
302,Aaron Sanchez,Drew Hutchison,5
303,Aaron Sanchez,Drew Pomeranz,10
304,Aaron Sanchez,Dustin McGowan,30
305,Aaron Sanchez,Erasmo Ramirez,0
306,Aaron Sanchez,Erik Bedard,11
307,Aaron Sanchez,Ernesto Frieri,0
308,Aaron Sanchez,Evan Marshall,0
309,Aaron Sanchez,Fernando Abad,23
310,Fernando Abad,Aaron Sanchez,23
311,Aaron Sanchez,Fernando Rodney,0
312,Aaron Sanchez,Francisco Liriano,15
313,Aaron Sanchez,Franklin Morales,3
314,Aaron Sanchez,Garrett Richards,0
315,Aaron Sanchez,Gavin Floyd,0
316,Aaron Sanchez,Gio Gonzalez,2
317,Aaron Sanchez,Hector Noesi,4
318,Aaron Sanchez,Henderson Alvarez III,0
319,Aaron Sanchez,Ivan Nova,0
320,Aaron Sanchez,J.A. Happ,0
321,Aaron Sanchez,Jacob Turner,0
322,Aaron Sanchez,Jake McGee,1
323,Aaron Sanchez,Jake Odorizzi,0
324,Aaron Sanchez,Jake Peavy,20
325,Aaron Sanchez,James Russell,6
326,Aaron Sanchez,James Shields,0
327,Aaron Sanchez,Jason Hammel,3
328,Aaron Sanchez,Jason Vargas,33
329,Jason Vargas,Aaron Sanchez,33
330,Aaron Sanchez,Jeff Samardzija,0
331,Aaron Sanchez,Jered Weaver,0
332,Aaron Sanchez,Jesse Chavez,15
333,Aaron Sanchez,Jim Johnson,13
334,Aaron Sanchez,Joe Kelly,0
335,Aaron Sanchez,John Danks,1
336,Aaron Sanchez,John Lackey,10
337,Aaron Sanchez,Johnny Cueto,11
338,Aaron Sanchez,Jose Quintana,8
339,Aaron Sanchez,Josh Stinson,3
340,Aaron Sanchez,Julio Teheran,5
341,Julio Teheran,Aaron Sanchez,5
342,Aaron Sanchez,Kelvin Herrera,14
343,Aaron Sanchez,Kevin Jepsen,0
344,Aaron Sanchez,Koji Uehara,1
345,Aaron Sanchez,Lance Lynn,23
346,Aaron Sanchez,Liam Hendriks,8
347,Aaron Sanchez,Louis Coleman,0
348,Aaron Sanchez,Marcus Stroman,15
349,Aaron Sanchez,Mark Buehrle,0
350,Aaron Sanchez,Martin Perez,8
351,Aaron Sanchez,Matt Garza,16
352,Aaron Sanchez,Matt Shoemaker,2
353,Aaron Sanchez,Matt Thornton,4
354,Aaron Sanchez,Michael Mariot,4
355,Aaron Sanchez,Michael Tonkin,10
356,Aaron Sanchez,Miguel Gonzalez,17
357,Aaron Sanchez,Mike Minor,3
358,Aaron Sanchez,Miles Mikolas,38
359,Aaron Sanchez,Neal Cotts,4
360,Aaron Sanchez,Patrick McCoy,7
361,Aaron Sanchez,Pedro Villarreal,3
362,Aaron Sanchez,Phil Coke,4
363,Aaron Sanchez,Phil Hughes,3
364,Aaron Sanchez,Rick Porcello,0
365,Aaron Sanchez,Ricky Nolasco,42
366,Aaron Sanchez,Roenis Elias,34
367,Aaron Sanchez,Santiago Casilla,5
368,Santiago Casilla,Aaron Sanchez,5
369,Aaron Sanchez,Scott Carroll,29
370,Aaron Sanchez,Shane Greene,12
371,Aaron Sanchez,Shelby Miller,3
372,Aaron Sanchez,Sonny Gray,0
373,Aaron Sanchez,Stephen Strasburg,4
374,Aaron Sanchez,T.J. McFarland,3
375,Aaron Sanchez,Tom Wilhelmsen,0
376,Aaron Sanchez,Tommy Hunter,17
377,Aaron Sanchez,Tommy Milone,25
378,Aaron Sanchez,Tyler Skaggs,0
379,Aaron Sanchez,Tyson Ross,0
380,Aaron Sanchez,Ubaldo Jimenez,12
381,Ubaldo Jimenez,Aaron Sanchez,12
382,Aaron Sanchez,Wade LeBlanc,5
383,Wade LeBlanc,Aaron Sanchez,5
384,Aaron Sanchez,Wei-Yin Chen,3
385,Aaron Sanchez,Yoervis Medina,12
386,Aaron Sanchez,Yordano Ventura,0
387,Aaron Sanchez,Yovani Gallardo,13
388,Yovani Gallardo,Aaron Sanchez,13
389,Aaron Sanchez,Yu Darvish,1
390,Aaron Sanchez,Zach Duke,2
391,Aaron Sanchez,Zach McAllister,17
392,Aaron Sanchez,Zack Wheeler,4
393,Adam Ottavino,Aaron Harang,12
394,Adam Ottavino,Alfredo Simon,12
395,Adam Ottavino,Andrew Cashner,0
396,Adam Ottavino,Bartolo Colon,0
397,Adam Ottavino,Blaine Boyer,3
398,Adam Ottavino,Brad Hand,4
399,Adam Ottavino,Brett Anderson,1
400,Brett Anderson,Adam Ottavino,1
401,Adam Ottavino,Brian Schlitter,3
402,Adam Ottavino,Charlie Morton,0
403,Adam Ottavino,Chase Whitley,2
404,Adam Ottavino,Chris Archer,5
405,Chris Archer,Adam Ottavino,5
406,Adam Ottavino,Cliff Lee,0
407,Adam Ottavino,Cole Hamels,0
408,Adam Ottavino,Craig Stammen,0
409,Adam Ottavino,Daisuke Matsuzaka,1
410,Daisuke Matsuzaka,Adam Ottavino,1
411,Adam Ottavino,Dallas Keuchel,0
412,Adam Ottavino,Dan Haren,7
413,Adam Ottavino,Danny Duffy,0
414,Adam Ottavino,David Buchanan,12
415,Adam Ottavino,David Hale,17
416,Adam Ottavino,David Price,0
417,Adam Ottavino,Dillon Gee,0
418,Adam Ottavino,Doug Fister,0
419,Adam Ottavino,Evan Marshall,0
420,Adam Ottavino,Francisley Bueno,8
421,Adam Ottavino,Garrett Richards,1
422,Adam Ottavino,Gavin Floyd,0
423,Adam Ottavino,Gio Gonzalez,1
424,Adam Ottavino,Henderson Alvarez III,0
425,Adam Ottavino,Homer Bailey,1
426,Adam Ottavino,Hyun Jin Ryu,0
427,Adam Ottavino,Ian Kennedy,8
428,Adam Ottavino,Jacob Turner,0
429,Adam Ottavino,Jake Peavy,5
430,Adam Ottavino,Jason Hammel,3
431,Adam Ottavino,Jason Vargas,4
432,Adam Ottavino,Javier Lopez,9
433,Adam Ottavino,Jeff Samardzija,0
434,Adam Ottavino,Jenrry Mejia,0
435,Adam Ottavino,Jeremy Affeldt,0
436,Adam Ottavino,Jhoulys Chacin,6
437,Adam Ottavino,Joe Kelly,1
438,Joe Kelly,Adam Ottavino,1
439,Adam Ottavino,John Lackey,1
440,Adam Ottavino,Johnny Cueto,3
441,Adam Ottavino,Jonathon Niese,0
